Freq [GHz],"dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
2.2085,-0.00645471,-51.12502136
2.21,-0.006463134,-51.16453073
2.2115,-0.00647158,-51.20406725
2.213,-0.006480049,-51.24363112
2.2145,-0.00648854,-51.28322253
2.216,-0.006497054,-51.32284171
2.2175,-0.006505591,-51.36248883
2.219,-0.006514151,-51.40216412
2.2205,-0.006522734,-51.44186777
2.222,-0.00653134,-51.4816
2.2235,-0.006539969,-51.52136102
2.225,-0.006548622,-51.56115104
2.2265,-0.006557299,-51.60097027
2.228,-0.006565999,-51.64081895
2.2295,-0.006574724,-51.68069728
2.231,-0.006583472,-51.72060549
2.2325,-0.006592245,-51.76054381
2.234,-0.006601042,-51.80051246
2.2355,-0.006609864,-51.84051168
2.237,-0.00661871,-51.88054169
2.2385,-0.006627581,-51.92060274
2.24,-0.006636478,-51.96069506
2.2415,-0.006645399,-52.00081889
2.243,-0.006654346,-52.04097447
2.2445,-0.006663318,-52.08116205
2.246,-0.006672316,-52.12138188
2.2475,-0.00668134,-52.16163421
2.249,-0.00669039,-52.20191929
2.2505,-0.006699466,-52.24223738
2.252,-0.006708568,-52.28258874
2.2535,-0.006717697,-52.32297364
2.255,-0.006726853,-52.36339233
2.2565,-0.006736035,-52.40384508
2.258,-0.006745245,-52.44433217
2.2595,-0.006754482,-52.48485387
2.261,-0.006763746,-52.52541046
2.2625,-0.006773038,-52.56600222
2.264,-0.006782358,-52.60662943
2.2655,-0.006791706,-52.64729238
2.267,-0.006801082,-52.68799136
2.2685,-0.006810487,-52.72872667
2.27,-0.00681992,-52.76949859
2.2715,-0.006829382,-52.81030743
2.273,-0.006838873,-52.8511535
2.2745,-0.006848394,-52.89203709
2.276,-0.006857944,-52.93295853
2.2775,-0.006867523,-52.97391812
2.279,-0.006877133,-53.01491619
2.2805,-0.006886773,-53.05595306
2.282,-0.006896443,-53.09702904
2.2835,-0.006906144,-53.13814447
2.285,-0.006915875,-53.17929969
2.2865,-0.006925638,-53.22049503
2.288,-0.006935432,-53.26173083
2.2895,-0.006945258,-53.30300744
2.291,-0.006955115,-53.34432521
2.2925,-0.006965005,-53.38568448
2.294,-0.006974926,-53.42708562
2.2955,-0.006984881,-53.468529
2.297,-0.006994868,-53.51001496
2.2985,-0.007004888,-53.5515439
2.3,-0.007014942,-53.59311618
2.3015,-0.007025029,-53.63473218
2.303,-0.007035151,-53.67639228
2.3045,-0.007045306,-53.71809689
2.306,-0.007055496,-53.75984638
2.3075,-0.00706572,-53.80164117
2.309,-0.00707598,-53.84348164
2.3105,-0.007086275,-53.88536822
2.312,-0.007096606,-53.92730131
2.3135,-0.007106972,-53.96928134
2.315,-0.007117375,-54.01130873
2.3165,-0.007127814,-54.05338391
2.318,-0.007138291,-54.09550732
2.3195,-0.007148804,-54.13767939
2.321,-0.007159355,-54.17990057
2.3225,-0.007169944,-54.22217131
2.324,-0.007180571,-54.26449208
2.3255,-0.007191237,-54.30686333
2.327,-0.007201941,-54.34928554
2.3285,-0.007212685,-54.39175918
2.33,-0.007223468,-54.43428473
2.3315,-0.007234291,-54.47686268
2.333,-0.007245155,-54.51949352
2.3345,-0.007256059,-54.56217777
2.336,-0.007267004,-54.60491591
2.3375,-0.007277991,-54.64770847
2.339,-0.007289019,-54.69055598
2.3405,-0.00730009,-54.73345894
2.342,-0.007311203,-54.77641792
2.3435,-0.00732236,-54.81943343
2.345,-0.00733356,-54.86250604
2.3465,-0.007344803,-54.90563629
2.348,-0.007356092,-54.94882477
2.3495,-0.007367424,-54.99207202
2.351,-0.007378802,-55.03537865
2.3525,-0.007390226,-55.07874522
2.354,-0.007401696,-55.12217235
2.3555,-0.007413212,-55.16566062
2.357,-0.007424775,-55.20921066
2.3585,-0.007436386,-55.25282309
2.36,-0.007448045,-55.29649853
2.3615,-0.007459752,-55.34023763
2.363,-0.007471508,-55.38404102
2.3645,-0.007483314,-55.42790936
2.366,-0.00749517,-55.47184333
2.3675,-0.007507076,-55.51584359
2.369,-0.007519033,-55.55991083
2.3705,-0.007531042,-55.60404574
2.372,-0.007543103,-55.64824903
2.3735,-0.007555217,-55.6925214
2.375,-0.007567384,-55.73686359
2.3765,-0.007579605,-55.78127633
2.378,-0.007591881,-55.82576036
2.3795,-0.007604211,-55.87031643
2.381,-0.007616598,-55.91494533
2.3825,-0.00762904,-55.95964781
2.384,-0.00764154,-56.00442468
2.3855,-0.007654097,-56.04927674
2.387,-0.007666712,-56.09420479
2.3885,-0.007679387,-56.13920966
2.39,-0.007692121,-56.1842922
2.3915,-0.007704915,-56.22945324
2.393,-0.00771777,-56.27469366
2.3945,-0.007730687,-56.32001432
2.396,-0.007743666,-56.36541612
2.3975,-0.007756709,-56.41089996
2.399,-0.007769815,-56.45646676
2.4005,-0.007782986,-56.50211744
2.402,-0.007796223,-56.54785296
2.4035,-0.007809526,-56.59367426
2.405,-0.007822896,-56.63958233
2.4065,-0.007836334,-56.68557816
2.408,-0.007849841,-56.73166274
2.4095,-0.007863417,-56.7778371
2.411,-0.007877064,-56.82410227
2.4125,-0.007890782,-56.87045931
2.414,-0.007904573,-56.91690929
2.4155,-0.007918437,-56.96345329
2.417,-0.007932375,-57.01009242
2.4185,-0.007946388,-57.0568278
2.42,-0.007960477,-57.10366057
2.4215,-0.007974643,-57.15059189
2.423,-0.007988887,-57.19762293
2.4245,-0.008003211,-57.24475489
2.426,-0.008017615,-57.29198899
2.4275,-0.0080321,-57.33932646
2.429,-0.008046667,-57.38676856
2.4305,-0.008061318,-57.43431657
2.432,-0.008076054,-57.48197178
2.4335,-0.008090875,-57.52973552
2.435,-0.008105783,-57.57760912
2.4365,-0.00812078,-57.62559395
2.438,-0.008135866,-57.67369141
2.4395,-0.008151042,-57.72190289
2.441,-0.008166311,-57.77022985
2.4425,-0.008181673,-57.81867373
2.444,-0.00819713,-57.86723603
2.4455,-0.008212682,-57.91591825
2.447,-0.008228332,-57.96472193
2.4485,-0.008244081,-58.01364865
2.45,-0.008259931,-58.06269998
2.4515,-0.008275881,-58.11187755
2.453,-0.008291936,-58.16118301
2.4545,-0.008308095,-58.21061804
2.456,-0.00832436,-58.26018434
2.4575,-0.008340734,-58.30988366
2.459,-0.008357217,-58.35971776
2.4605,-0.008373812,-58.40968844
2.462,-0.00839052,-58.45979755
2.4635,-0.008407342,-58.51004694
2.465,-0.008424281,-58.56043853
2.4665,-0.008441339,-58.61097425
2.468,-0.008458517,-58.66165607
2.4695,-0.008475818,-58.712486
2.471,-0.008493243,-58.7634661
2.4725,-0.008510794,-58.81459844
2.474,-0.008528473,-58.86588515
2.4755,-0.008546283,-58.91732841
2.477,-0.008564225,-58.96893041
2.4785,-0.008582303,-59.02069341
2.48,-0.008600517,-59.0726197
2.4815,-0.008618871,-59.12471162
2.483,-0.008637366,-59.17697155
2.4845,-0.008656005,-59.22940192
2.486,-0.008674791,-59.2820052
2.4875,-0.008693727,-59.33478392
2.489,-0.008712814,-59.38774067
2.4905,-0.008732055,-59.44087805
2.492,-0.008751453,-59.49419876
2.4935,-0.008771011,-59.54770553
2.495,-0.008790732,-59.60140115
2.4965,-0.008810619,-59.65528845
2.498,-0.008830674,-59.70937036
2.4995,-0.0088509,-59.76364982
2.501,-0.008871302,-59.81812986
2.5025,-0.008891882,-59.87281357
2.504,-0.008912642,-59.9277041
2.5055,-0.008933588,-59.98280467
2.507,-0.008954722,-60.03811857
2.5085,-0.008976047,-60.09364914
2.51,-0.008997568,-60.14939981
2.5115,-0.009019288,-60.20537409
2.513,-0.009041211,-60.26157555
2.5145,-0.00906334,-60.31800784
2.516,-0.009085681,-60.37467468
2.5175,-0.009108237,-60.43157991
2.519,-0.009131012,-60.4887274
2.5205,-0.009154011,-60.54612115
2.522,-0.009177238,-60.60376522
2.5235,-0.009200697,-60.66166379
2.525,-0.009224395,-60.7198211
2.5265,-0.009248334,-60.77824151
2.528,-0.009272521,-60.83692946
2.5295,-0.009296961,-60.89588952
2.531,-0.009321658,-60.95512635
2.5325,-0.009346619,-61.0146447
2.534,-0.009371849,-61.07444945
2.5355,-0.009397353,-61.1345456
2.537,-0.009423137,-61.19493825
2.5385,-0.009449208,-61.25563264
2.54,-0.009475572,-61.31663412
2.5415,-0.009502235,-61.37794816
2.543,-0.009529204,-61.43958039
2.5445,-0.009556486,-61.50153656
2.546,-0.009584087,-61.56382255
2.5475,-0.009612015,-61.62644441
2.549,-0.009640278,-61.68940831
2.5505,-0.009668882,-61.7527206
2.552,-0.009697837,-61.81638778
2.5535,-0.009727149,-61.8804165
2.555,-0.009756828,-61.94481359
2.5565,-0.009786882,-62.00958607
2.558,-0.009817319,-62.07474111
2.5595,-0.00984815,-62.14028608
2.561,-0.009879384,-62.20622854
2.5625,-0.00991103,-62.27257626
2.564,-0.009943099,-62.33933718
2.5655,-0.0099756,-62.4065195
2.567,-0.010008545,-62.47413159
2.5685,-0.010041946,-62.54218209
2.57,-0.010075812,-62.61067983
2.5715,-0.010110157,-62.6796339
2.573,-0.010144992,-62.74905366
2.5745,-0.01018033,-62.8189487
2.576,-0.010216185,-62.88932887
2.5775,-0.010252569,-62.96020434
2.579,-0.010289497,-63.03158551
2.5805,-0.010326983,-63.10348312
2.582,-0.010365043,-63.17590819
2.5835,-0.010403691,-63.24887207
2.585,-0.010442945,-63.32238644
2.5865,-0.010482819,-63.39646332
2.588,-0.010523333,-63.47111507
2.5895,-0.010564503,-63.54635443
2.591,-0.010606349,-63.62219453
2.5925,-0.010648888,-63.69864887
2.594,-0.010692142,-63.77573138
2.5955,-0.010736131,-63.8534564
2.597,-0.010780877,-63.93183873
2.5985,-0.010826401,-64.01089361
2.6,-0.010872726,-64.09063677
2.6015,-0.010919877,-64.17108442
2.603,-0.010967879,-64.2522533
2.6045,-0.011016757,-64.33416069
2.606,-0.011066539,-64.4168244
2.6075,-0.011117252,-64.50026286
2.609,-0.011168925,-64.58449506
2.6105,-0.011221589,-64.66954065
2.612,-0.011275275,-64.75541993
2.6135,-0.011330016,-64.84215387
2.615,-0.011385847,-64.92976415
2.6165,-0.011442802,-65.01827322
2.618,-0.011500919,-65.10770427
2.6195,-0.011560236,-65.1980813
2.621,-0.011620794,-65.28942918
2.6225,-0.011682635,-65.38177364
2.624,-0.011745803,-65.47514132
2.6255,-0.011810344,-65.56955983
2.627,-0.011876305,-65.66505779
2.6285,-0.011943737,-65.76166487
2.63,-0.012012692,-65.85941182
2.6315,-0.012083225,-65.95833055
2.633,-0.012155393,-66.05845419
2.6345,-0.012229255,-66.1598171
2.636,-0.012304876,-66.26245498
2.6375,-0.01238232,-66.36640491
2.639,-0.012461656,-66.47170543
2.6405,-0.012542957,-66.5783966
2.642,-0.012626298,-66.68652008
2.6435,-0.01271176,-66.7961192
2.645,-0.012799425,-66.90723909
2.6465,-0.012889381,-67.0199267
2.648,-0.012981721,-67.13423096
2.6495,-0.013076542,-67.25020284
2.651,-0.013173946,-67.36789549
2.6525,-0.01327404,-67.48736433
2.654,-0.013376937,-67.6086672
2.6555,-0.013482758,-67.73186447
2.657,-0.013591627,-67.85701919
2.6585,-0.013703679,-67.98419722
2.66,-0.013819052,-68.11346744
2.6615,-0.013937895,-68.24490187
2.663,-0.014060365,-68.37857587
2.6645,-0.014186628,-68.51456835
2.666,-0.014316858,-68.65296195
2.6675,-0.014451242,-68.7938433
2.669,-0.014589977,-68.93730323
2.6705,-0.014733271,-69.08343705
2.672,-0.014881346,-69.23234482
2.6735,-0.015034438,-69.38413165
2.675,-0.015192798,-69.538908
2.6765,-0.01535669,-69.69679008
2.678,-0.0155264,-69.85790017
2.6795,-0.015702229,-70.02236704
2.681,-0.015884499,-70.19032641
2.6825,-0.016073555,-70.36192139
2.684,-0.016269764,-70.53730301
2.6855,-0.016473518,-70.71663075
2.687,-0.016685238,-70.90007316
2.6885,-0.016905376,-71.08780851
2.69,-0.017134412,-71.2800255
2.6915,-0.017372867,-71.47692401
2.693,-0.017621296,-71.67871596
2.6945,-0.0178803,-71.88562623
2.696,-0.018150523,-72.09789365
2.6975,-0.01843266,-72.31577209
2.699,-0.018727463,-72.53953167
2.7005,-0.019035741,-72.76946007
2.702,-0.019358371,-73.005864
2.7035,-0.019696305,-73.24907074
2.705,-0.020050573,-73.49942994
2.7065,-0.020422292,-73.75731552
2.708,-0.020812681,-74.02312782
2.7095,-0.021223065,-74.29729599
2.711,-0.021654889,-74.58028054
2.7125,-0.022109733,-74.87257631
2.714,-0.022589323,-75.17471572
2.7155,-0.023095553,-75.48727232
2.717,-0.023630502,-75.81086487
2.7185,-0.024196453,-76.14616186
2.72,-0.024795926,-76.49388653
2.7215,-0.025431697,-76.8548226
2.723,-0.026106839,-77.22982068
2.7245,-0.026824757,-77.61980548
2.726,-0.027589231,-78.02578401
2.7275,-0.028404468,-78.44885489
2.729,-0.029275159,-78.8902189
2.7305,-0.030206551,-79.35119103
2.732,-0.031204523,-79.83321427
2.7335,-0.03227568,-80.33787543
2.735,-0.033427465,-80.8669233
2.7365,-0.034668286,-81.42228965
2.738,-0.03600767,-82.00611352
2.7395,-0.037456442,-82.62076944
2.741,-0.039026947,-83.2689003
2.7425,-0.040733303,-83.95345583
2.744,-0.042591716,-84.67773783
2.7455,-0.044620852,-85.44545337
2.747,-0.046842297,-86.26077792
2.7485,-0.049281109,-87.1284303
2.75,-0.051966496,-88.05376222
2.7515,-0.054932652,-89.04286573
2.753,-0.058219785,-90.10270275
2.7545,-0.061875403,-91.24126187
2.756,-0.065955905,-92.46774946
2.7575,-0.070528589,-93.79282344
2.759,-0.075674174,-95.22888089
2.7605,-0.081489997,-96.7904139
2.762,-0.088094074,-98.49445191
2.7635,-0.095630274,-100.3611146
2.765,-0.104274923,-102.4143058
2.7665,-0.114245241,-104.6825886
2.768,-0.12581006,-107.2002913
2.7695,-0.139303337,-110.0089077
2.771,-0.15514088,-113.1588665
2.7725,-0.173840368,-116.7117553
2.774,-0.196043759,-120.7430775
2.7755,-0.222538928,-125.3455828
2.777,-0.254272414,-130.6330928
2.7785,-0.292335179,-136.7444524
2.78,-0.337884457,-143.8466208
2.7815,-0.391933209,-152.1346934
2.783,-0.454896837,-161.8244971
2.7845,-0.525765216,-173.1302912
2.786,-0.600869365,173.7825686
2.7875,-0.672634671,158.8772677
2.789,-0.729534948,142.3464946
2.7905,-0.758928231,124.6857748
2.792,-0.752750315,106.6612812
2.7935,-0.712270406,89.13733393
2.795,-0.647388652,72.84433911
2.7965,-0.571149603,58.22704742
2.798,-0.494420665,45.43435268
2.7995,-0.423795207,34.40211222
2.801,-0.362105323,24.95269347
2.8025,-0.309797673,16.86930747
2.804,-0.266127334,9.938573055
2.8055,-0.229908326,3.969765563
2.807,-0.199902794,-1.199382987
2.8085,-0.174989584,-5.703415333
2.81,-0.154217736,-9.652478572
2.8115,-0.13680712,-13.13629509
2.813,-0.122128505,-16.22791882
2.8145,-0.10967828,-18.98697237
2.816,-0.099054299,-21.46231267
2.8175,-0.089935112,-23.69417508
2.819,-0.082062992,-25.71587763
2.8205,-0.075230413,-27.55516894
2.822,-0.06926944,-29.23529307
2.8235,-0.064043438,-30.77583228
2.825,-0.059440618,-32.19337586
2.8265,-0.055369007,-33.50205344
2.828,-0.051752513,-34.71396193
2.8295,-0.048527841,-35.83950929
2.831,-0.045642064,-36.88769269
2.8325,-0.043050694,-37.86632475
2.834,-0.040716159,-38.78221855
2.8355,-0.038606574,-39.64133977
2.837,-0.03669476,-40.44893227
2.8385,-0.034957448,-41.20962246
2.84,-0.033374634,-41.92750628
2.8415,-0.031929053,-42.6062221
2.843,-0.03060575,-43.24901212
2.8445,-0.029391718,-43.85877422
2.846,-0.028275613,-44.43810603
2.8475,-0.027247503,-44.98934238
2.849,-0.026298666,-45.51458742
2.8505,-0.02542142,-46.01574217
2.852,-0.02460898,-46.49452823
2.8535,-0.023855335,-46.9525083
2.855,-0.023155146,-47.39110392
2.8565,-0.022503659,-47.81161097
2.858,-0.021896631,-48.21521316
2.8595,-0.021330266,-48.60299381
2.861,-0.020801158,-48.97594621
2.8625,-0.020306248,-49.3349827
2.864,-0.019842779,-49.68094276
2.8655,-0.019408265,-50.01460004
2.867,-0.019000457,-50.3366687
2.8685,-0.018617318,-50.64780894
2.87,-0.018256999,-50.94863202
2.8715,-0.01791782,-51.23970469
2.873,-0.017598249,-51.52155312
2.8745,-0.017296892,-51.79466646
2.876,-0.017012473,-52.05950005
2.8775,-0.016743824,-52.31647825
2.879,-0.016489878,-52.56599704
2.8805,-0.016249651,-52.80842633
2.882,-0.016022244,-53.04411208
2.8835,-0.015806826,-53.27337818
2.885,-0.015602633,-53.49652818
2.8865,-0.015408961,-53.71384688
2.888,-0.015225158,-53.92560172
2.8895,-0.015050622,-54.1320441
2.891,-0.014884796,-54.33341054
2.8925,-0.014727164,-54.52992379
2.894,-0.014577246,-54.7217938
2.8955,-0.014434596,-54.9092186
2.897,-0.014298803,-55.09238517
2.8985,-0.014169479,-55.2714702
2.9,-0.014046267,-55.44664074
2.9015,-0.013928833,-55.6180549
2.903,-0.013816863,-55.78586239
2.9045,-0.013710067,-55.95020512
2.906,-0.013608172,-56.11121766
2.9075,-0.013510923,-56.26902772
2.909,-0.013418081,-56.4237566
2.9105,-0.013329422,-56.57551954
2.912,-0.013244736,-56.72442616
2.9135,-0.013163826,-56.87058071
2.915,-0.013086508,-57.0140825
2.9165,-0.013012606,-57.15502608
2.918,-0.012941958,-57.29350162
2.9195,-0.012874408,-57.42959507
2.921,-0.012809812,-57.56338849
2.9225,-0.012748033,-57.69496019
2.924,-0.012688942,-57.82438499
2.9255,-0.012632417,-57.9517344
2.927,-0.012578343,-58.0770768
2.9285,-0.01252661,-58.2004776
2.93,-0.012477117,-58.32199942
2.9315,-0.012429765,-58.4417022
2.933,-0.012384462,-58.55964338
2.9345,-0.012341122,-58.67587804
2.936,-0.012299662,-58.79045894
2.9375,-0.012260002,-58.90343674
2.939,-0.012222069,-59.01486005
2.9405,-0.012185792,-59.12477551
2.942,-0.012151104,-59.23322796
2.9435,-0.012117941,-59.34026047
2.945,-0.012086242,-59.44591442
2.9465,-0.01205595,-59.55022964
2.948,-0.012027009,-59.65324443
2.9495,-0.011999368,-59.75499563
2.951,-0.011972978,-59.85551874
2.9525,-0.011947789,-59.95484791
2.954,-0.011923758,-60.05301608
2.9555,-0.01190084,-60.15005496
2.957,-0.011878996,-60.24599514
2.9585,-0.011858186,-60.34086612
2.96,-0.011838371,-60.43469633
2.9615,-0.011819517,-60.52751324
2.963,-0.01180159,-60.61934335
2.9645,-0.011784556,-60.71021225
2.966,-0.011768384,-60.80014465
2.9675,-0.011753044,-60.88916443
2.969,-0.011738508,-60.97729467
2.9705,-0.011724749,-61.06455768
2.972,-0.011711739,-61.15097503
2.9735,-0.011699454,-61.23656758
2.975,-0.01168787,-61.32135554
2.9765,-0.011676964,-61.40535842
2.978,-0.011666713,-61.48859515
2.9795,-0.011657096,-61.57108405
2.981,-0.011648093,-61.65284284
2.9825,-0.011639684,-61.73388872
2.984,-0.01163185,-61.81423833
2.9855,-0.011624574,-61.89390782
2.987,-0.011617838,-61.97291284
2.9885,-0.011611625,-62.05126854
2.99,-0.011605919,-62.12898967
2.9915,-0.011600705,-62.20609049
2.993,-0.011595968,-62.28258485
2.9945,-0.011591694,-62.35848622
2.996,-0.011587869,-62.43380764
2.9975,-0.01158448,-62.5085618
2.999,-0.011581514,-62.58276101
3.0005,-0.011578958,-62.65641722
3.002,-0.011576802,-62.72954207
3.0035,-0.011575033,-62.80214685
3.005,-0.011573641,-62.87424255
3.0065,-0.011572614,-62.94583982
3.008,-0.011571944,-63.01694907
3.0095,-0.01157162,-63.08758038
3.011,-0.011571632,-63.15774357
3.0125,-0.011571971,-63.22744821
3.014,-0.011572629,-63.29670359
3.0155,-0.011573597,-63.36551877
3.017,-0.011574867,-63.43390255
3.0185,-0.011576431,-63.50186353
3.02,-0.01157828,-63.56941006
3.0215,-0.011580408,-63.63655027
3.023,-0.011582808,-63.7032921
3.0245,-0.011585472,-63.76964328
3.026,-0.011588394,-63.83561133
3.0275,-0.011591567,-63.90120359
3.029,-0.011594985,-63.96642722
3.0305,-0.011598642,-64.0312892
3.032,-0.011602533,-64.09579632
3.0335,-0.01160665,-64.15995523
3.035,-0.011610989,-64.22377239
3.0365,-0.011615545,-64.28725412
3.038,-0.011620312,-64.35040658
3.0395,-0.011625286,-64.41323578
3.041,-0.011630461,-64.4757476
3.0425,-0.011635833,-64.53794775
3.044,-0.011641397,-64.59984184
3.0455,-0.011647149,-64.66143533
3.047,-0.011653084,-64.72273355
3.0485,-0.011659199,-64.78374171
3.05,-0.011665489,-64.8444649
3.0515,-0.01167195,-64.9049081
3.053,-0.01167858,-64.96507616
3.0545,-0.011685373,-65.02497383
3.056,-0.011692326,-65.08460576
3.0575,-0.011699437,-65.14397648
3.059,-0.011706702,-65.20309042
3.0605,-0.011714116,-65.26195193
3.062,-0.011721678,-65.32056525
3.0635,-0.011729384,-65.37893452
3.065,-0.011737231,-65.43706381
3.0665,-0.011745217,-65.49495708
3.068,-0.011753338,-65.55261821
3.0695,-0.011761591,-65.61005102
3.071,-0.011769975,-65.6672592
3.0725,-0.011778486,-65.72424642
3.074,-0.011787122,-65.78101622
3.0755,-0.011795881,-65.83757209
3.077,-0.01180476,-65.89391746
3.0785,-0.011813756,-65.95005567
3.08,-0.011822868,-66.00598998
3.0815,-0.011832094,-66.06172361
3.083,-0.01184143,-66.1172597
3.0845,-0.011850876,-66.17260132
3.086,-0.01186043,-66.22775149
3.0875,-0.011870088,-66.28271317
3.089,-0.01187985,-66.33748924
3.0905,-0.011889713,-66.39208255
3.092,-0.011899676,-66.44649587
3.0935,-0.011909737,-66.50073193
3.095,-0.011919894,-66.55479341
3.0965,-0.011930145,-66.60868291
3.098,-0.011940489,-66.66240302
3.0995,-0.011950925,-66.71595624
3.101,-0.011961451,-66.76934505
3.1025,-0.011972064,-66.82257186
3.104,-0.011982765,-66.87563906
3.1055,-0.011993551,-66.92854898
3.107,-0.012004421,-66.9813039
3.1085,-0.012015374,-67.03390606
3.11,-0.012026408,-67.08635766
3.1115,-0.012037522,-67.13866088
3.113,-0.012048715,-67.19081782
3.1145,-0.012059985,-67.24283056
3.116,-0.012071332,-67.29470115
3.1175,-0.012082754,-67.3464316
3.119,-0.01209425,-67.39802387
3.1205,-0.012105819,-67.4494799
3.122,-0.01211746,-67.50080157
3.1235,-0.012129172,-67.55199076
3.125,-0.012140953,-67.6030493
3.1265,-0.012152804,-67.65397898
3.128,-0.012164722,-67.70478157
