Freq [GHz],"dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
3.095,-0.017014546,-66.69710561
3.0965,-0.01703853,-66.74099998
3.098,-0.017062584,-66.78480307
3.0995,-0.017086709,-66.82851641
3.101,-0.017110903,-66.87214146
3.1025,-0.017135165,-66.91567967
3.104,-0.017159494,-66.95913246
3.1055,-0.017183891,-67.0025012
3.107,-0.017208353,-67.04578726
3.1085,-0.01723288,-67.08899196
3.11,-0.017257472,-67.1321166
3.1115,-0.017282128,-67.17516245
3.113,-0.017306847,-67.21813076
3.1145,-0.017331629,-67.26102276
3.116,-0.017356473,-67.30383964
3.1175,-0.017381378,-67.34658258
3.119,-0.017406344,-67.38925272
3.1205,-0.01743137,-67.4318512
3.122,-0.017456456,-67.47437912
3.1235,-0.017481601,-67.51683756
3.125,-0.017506805,-67.55922759
3.1265,-0.017532067,-67.60155025
3.128,-0.017557387,-67.64380656
3.1295,-0.017582764,-67.68599752
3.131,-0.017608197,-67.72812412
3.1325,-0.017633687,-67.77018732
3.134,-0.017659233,-67.81218807
3.1355,-0.017684835,-67.85412729
3.137,-0.017710491,-67.8960059
3.1385,-0.017736202,-67.93782479
3.14,-0.017761968,-67.97958483
3.1415,-0.017787787,-68.02128689
3.143,-0.01781366,-68.06293182
3.1445,-0.017839586,-68.10452043
3.146,-0.017865565,-68.14605355
3.1475,-0.017891596,-68.18753198
3.149,-0.01791768,-68.2289565
3.1505,-0.017943815,-68.27032788
3.152,-0.017970003,-68.31164688
3.1535,-0.017996241,-68.35291425
3.155,-0.01802253,-68.3941307
3.1565,-0.018048871,-68.43529697
3.158,-0.018075261,-68.47641375
3.1595,-0.018101702,-68.51748174
3.161,-0.018128193,-68.55850162
3.1625,-0.018154733,-68.59947405
3.164,-0.018181323,-68.6403997
3.1655,-0.018207963,-68.68127921
3.167,-0.018234651,-68.72211321
3.1685,-0.018261388,-68.76290233
3.17,-0.018288173,-68.80364718
3.1715,-0.018315007,-68.84434836
3.173,-0.018341889,-68.88500647
3.1745,-0.018368819,-68.92562209
3.176,-0.018395797,-68.96619579
3.1775,-0.018422822,-69.00672813
3.179,-0.018449895,-69.04721967
3.1805,-0.018477015,-69.08767096
3.182,-0.018504182,-69.12808253
3.1835,-0.018531396,-69.16845491
3.185,-0.018558657,-69.20878861
3.1865,-0.018585964,-69.24908414
3.188,-0.018613318,-69.28934201
3.1895,-0.018640718,-69.32956272
3.191,-0.018668164,-69.36974674
3.1925,-0.018695656,-69.40989456
3.194,-0.018723194,-69.45000664
3.1955,-0.018750778,-69.49008345
3.197,-0.018778407,-69.53012545
3.1985,-0.018806082,-69.57013308
3.2,-0.018833803,-69.61010678
3.2015,-0.018861568,-69.650047
3.203,-0.018889379,-69.68995415
3.2045,-0.018917235,-69.72982866
3.206,-0.018945136,-69.76967094
3.2075,-0.018973081,-69.8094814
3.209,-0.019001072,-69.84926045
3.2105,-0.019029107,-69.88900848
3.212,-0.019057186,-69.92872588
3.2135,-0.019085311,-69.96841303
3.215,-0.019113479,-70.00807032
3.2165,-0.019141692,-70.04769811
3.218,-0.019169949,-70.08729677
3.2195,-0.01919825,-70.12686667
3.221,-0.019226596,-70.16640816
3.2225,-0.019254985,-70.20592159
3.224,-0.019283418,-70.2454073
3.2255,-0.019311896,-70.28486565
3.227,-0.019340417,-70.32429696
3.2285,-0.019368982,-70.36370156
3.23,-0.01939759,-70.40307978
3.2315,-0.019426242,-70.44243195
3.233,-0.019454938,-70.48175838
3.2345,-0.019483677,-70.52105937
3.236,-0.01951246,-70.56033525
3.2375,-0.019541287,-70.59958631
3.239,-0.019570156,-70.63881285
3.2405,-0.019599069,-70.67801517
3.242,-0.019628026,-70.71719356
3.2435,-0.019657025,-70.7563483
3.245,-0.019686068,-70.79547967
3.2465,-0.019715154,-70.83458796
3.248,-0.019744283,-70.87367345
3.2495,-0.019773455,-70.91273639
3.251,-0.019802671,-70.95177706
3.2525,-0.019831929,-70.99079572
3.254,-0.019861231,-71.02979264
3.2555,-0.019890575,-71.06876807
3.257,-0.019919963,-71.10772225
3.2585,-0.019949393,-71.14665545
3.26,-0.019978866,-71.18556791
3.2615,-0.020008383,-71.22445986
3.263,-0.020037942,-71.26333156
3.2645,-0.020067544,-71.30218323
3.266,-0.020097189,-71.34101511
3.2675,-0.020126876,-71.37982744
3.269,-0.020156607,-71.41862043
3.2705,-0.02018638,-71.45739431
3.272,-0.020216196,-71.4961493
3.2735,-0.020246055,-71.53488562
3.275,-0.020275957,-71.57360349
3.2765,-0.020305901,-71.61230312
3.278,-0.020335888,-71.65098472
3.2795,-0.020365918,-71.68964849
3.281,-0.020395991,-71.72829465
3.2825,-0.020426106,-71.76692339
3.284,-0.020456264,-71.8055349
3.2855,-0.020486465,-71.8441294
3.287,-0.020516709,-71.88270707
3.2885,-0.020546995,-71.92126811
3.29,-0.020577324,-71.9598127
3.2915,-0.020607696,-71.99834103
3.293,-0.02063811,-72.03685329
3.2945,-0.020668567,-72.07534965
3.296,-0.020699067,-72.1138303
3.2975,-0.02072961,-72.15229542
3.299,-0.020760195,-72.19074519
3.3005,-0.020790824,-72.22917976
3.302,-0.020821494,-72.26759933
3.3035,-0.020852208,-72.30600405
3.305,-0.020882965,-72.34439409
3.3065,-0.020913764,-72.38276963
3.308,-0.020944606,-72.42113081
3.3095,-0.020975491,-72.45947781
3.311,-0.021006418,-72.49781078
3.3125,-0.021037389,-72.53612988
3.314,-0.021068402,-72.57443527
3.3155,-0.021099458,-72.61272709
3.317,-0.021130557,-72.6510055
3.3185,-0.021161699,-72.68927066
3.32,-0.021192884,-72.7275227
3.3215,-0.021224111,-72.76576178
3.323,-0.021255382,-72.80398804
3.3245,-0.021286695,-72.84220162
3.326,-0.021318052,-72.88040267
3.3275,-0.021349451,-72.91859132
3.329,-0.021380894,-72.95676771
3.3305,-0.021412379,-72.99493198
3.332,-0.021443907,-73.03308426
3.3335,-0.021475479,-73.07122469
3.335,-0.021507094,-73.1093534
3.3365,-0.021538751,-73.14747052
3.338,-0.021570452,-73.18557618
3.3395,-0.021602196,-73.2236705
3.341,-0.021633983,-73.26175361
3.3425,-0.021665813,-73.29982564
3.344,-0.021697687,-73.33788671
3.3455,-0.021729603,-73.37593693
3.347,-0.021761563,-73.41397644
3.3485,-0.021793567,-73.45200535
3.35,-0.021825613,-73.49002378
3.3515,-0.021857703,-73.52803184
3.353,-0.021889836,-73.56602965
3.3545,-0.021922013,-73.60401732
3.356,-0.021954233,-73.64199497
3.3575,-0.021986496,-73.6799627
3.359,-0.022018803,-73.71792063
3.3605,-0.022051154,-73.75586887
3.362,-0.022083547,-73.79380752
3.3635,-0.022115985,-73.83173669
3.365,-0.022148466,-73.86965649
3.3665,-0.022180991,-73.90756701
3.368,-0.022213559,-73.94546837
3.3695,-0.022246171,-73.98336067
3.371,-0.022278826,-74.021244
3.3725,-0.022311526,-74.05911847
3.374,-0.022344269,-74.09698417
3.3755,-0.022377056,-74.1348412
3.377,-0.022409887,-74.17268966
3.3785,-0.022442761,-74.21052965
3.38,-0.02247568,-74.24836126
3.3815,-0.022508642,-74.28618458
3.383,-0.022541648,-74.3239997
3.3845,-0.022574699,-74.36180673
3.386,-0.022607793,-74.39960574
3.3875,-0.022640932,-74.43739684
3.389,-0.022674114,-74.47518009
3.3905,-0.022707341,-74.51295561
3.392,-0.022740611,-74.55072347
3.3935,-0.022773926,-74.58848376
3.395,-0.022807286,-74.62623656
3.3965,-0.022840689,-74.66398196
3.398,-0.022874137,-74.70172004
3.3995,-0.022907629,-74.73945089
3.401,-0.022941165,-74.77717458
3.4025,-0.022974746,-74.81489121
3.404,-0.023008372,-74.85260084
3.4055,-0.023042041,-74.89030356
3.407,-0.023075756,-74.92799945
3.4085,-0.023109514,-74.96568858
3.41,-0.023143318,-75.00337103
3.4115,-0.023177166,-75.04104689
3.413,-0.023211059,-75.07871621
3.4145,-0.023244996,-75.11637909
3.416,-0.023278978,-75.15403558
3.4175,-0.023313005,-75.19168578
3.419,-0.023347077,-75.22932974
3.4205,-0.023381194,-75.26696755
3.422,-0.023415355,-75.30459927
3.4235,-0.023449562,-75.34222497
3.425,-0.023483813,-75.37984472
3.4265,-0.02351811,-75.41745859
3.428,-0.023552452,-75.45506666
3.4295,-0.023586838,-75.49266899
3.431,-0.02362127,-75.53026564
3.4325,-0.023655747,-75.56785668
3.434,-0.023690269,-75.60544218
3.4355,-0.023724837,-75.64302221
3.437,-0.023759449,-75.68059682
3.4385,-0.023794108,-75.71816609
3.44,-0.023828811,-75.75573008
3.4415,-0.02386356,-75.79328884
3.443,-0.023898354,-75.83084245
3.4445,-0.023933194,-75.86839095
3.446,-0.02396808,-75.90593443
3.4475,-0.024003011,-75.94347293
3.449,-0.024037988,-75.98100651
3.4505,-0.02407301,-76.01853524
3.452,-0.024108078,-76.05605917
3.4535,-0.024143192,-76.09357837
3.455,-0.024178352,-76.13109288
3.4565,-0.024213557,-76.16860278
3.458,-0.024248808,-76.2061081
3.4595,-0.024284106,-76.24360892
3.461,-0.024319449,-76.28110529
3.4625,-0.024354839,-76.31859725
3.464,-0.024390274,-76.35608487
3.4655,-0.024425756,-76.39356821
3.467,-0.024461283,-76.4310473
3.4685,-0.024496857,-76.46852222
3.47,-0.024532477,-76.50599301
3.4715,-0.024568144,-76.54345972
3.473,-0.024603856,-76.5809224
3.4745,-0.024639616,-76.61838111
3.476,-0.024675421,-76.6558359
3.4775,-0.024711273,-76.69328682
3.479,-0.024747172,-76.73073391
3.4805,-0.024783117,-76.76817724
3.482,-0.024819109,-76.80561684
3.4835,-0.024855147,-76.84305276
3.485,-0.024891232,-76.88048506
3.4865,-0.024927364,-76.91791379
3.488,-0.024963543,-76.95533898
3.4895,-0.024999768,-76.99276069
3.491,-0.02503604,-77.03017896
3.4925,-0.02507236,-77.06759384
3.494,-0.025108726,-77.10500538
3.4955,-0.025145139,-77.14241362
3.497,-0.025181599,-77.17981861
3.4985,-0.025218107,-77.21722039
3.5,-0.025254661,-77.254619
5,59.96798762,72.0893241
