"dis [mm]","Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
-9,2.805,-0.0103732500794447,-112.421778767245
-9,2.8055,-0.0103750784287359,-112.441931764005
-9,2.806,-0.0103769069031925,-112.462084795923
-9,2.8065,-0.0103787355027577,-112.482237862986
-9,2.807,-0.0103805642273717,-112.50239096518
-9,2.8075,-0.0103823930769747,-112.522544102489
-9,2.808,-0.0103842220515089,-112.542697274899
-9,2.8085,-0.0103860511509154,-112.562850482397
-9,2.809,-0.0103878803751393,-112.583003724967
-9,2.8095,-0.0103897097241159,-112.603157002595
-9,2.81,-0.0103915391977895,-112.623310315267
-9,2.8105,-0.0103933687960991,-112.643463662969
-9,2.811,-0.010395198518989,-112.663617045685
-9,2.8115,-0.0103970283664012,-112.683770463402
-9,2.812,-0.0103988583382721,-112.703923916105
-9,2.8125,-0.0104006884345458,-112.72407740378
-9,2.813,-0.0104025186551624,-112.744230926412
-9,2.8135,-0.0104043490000595,-112.764384483986
-9,2.814,-0.0104061794691857,-112.784538076489
-9,2.8145,-0.0104080100624766,-112.804691703906
-9,2.815,-0.0104098407798723,-112.824845366222
-9,2.8155,-0.0104116716213169,-112.844999063423
-9,2.816,-0.0104135025867439,-112.865152795494
-9,2.8165,-0.0104153336761042,-112.885306562421
-9,2.817,-0.0104171648893301,-112.90546036419
-9,2.8175,-0.0104189962263668,-112.925614200785
-9,2.818,-0.0104208276871526,-112.945768072193
-9,2.8185,-0.0104226592716305,-112.965921978398
-9,2.819,-0.010424490979736,-112.986075919387
-9,2.8195,-0.0104263228114141,-113.006229895144
-9,2.82,-0.0104281547666021,-113.026383905656
-9,2.8205,-0.0104299868452431,-113.046537950907
-9,2.821,-0.0104318190472726,-113.066692030883
-9,2.8215,-0.0104336513726365,-113.08684614557
-9,2.822,-0.0104354838212702,-113.107000294952
-9,2.8225,-0.0104373163931169,-113.127154479016
-9,2.823,-0.0104391490881177,-113.147308697747
-9,2.8235,-0.010440981906207,-113.16746295113
-9,2.824,-0.010442814847329,-113.187617239151
-9,2.8245,-0.0104446479114228,-113.207771561794
-9,2.825,-0.0104464810984258,-113.227925919046
-9,2.8255,-0.0104483144082822,-113.248080310891
-9,2.826,-0.0104501478409291,-113.268234737316
-9,2.8265,-0.0104519813963068,-113.288389198305
-9,2.827,-0.0104538150743556,-113.308543693844
-9,2.8275,-0.0104556488750118,-113.328698223918
-9,2.828,-0.0104574827982214,-113.348852788512
-9,2.8285,-0.0104593168439159,-113.369007387612
-9,2.829,-0.0104611510120384,-113.389162021204
-9,2.8295,-0.0104629853025302,-113.409316689272
-9,2.83,-0.0104648197153314,-113.429471391802
-9,2.8305,-0.0104666542503765,-113.449626128779
-9,2.831,-0.0104684889076076,-113.469780900188
-9,2.8315,-0.010470323686965,-113.489935706015
-9,2.832,-0.0104721585883858,-113.510090546245
-9,2.8325,-0.0104739936118076,-113.530245420863
-9,2.833,-0.0104758287571734,-113.550400329855
-9,2.8335,-0.0104776640244214,-113.570555273206
-9,2.834,-0.0104794994134899,-113.590710250901
-9,2.8345,-0.0104813349243164,-113.610865262925
-9,2.835,-0.0104831705568419,-113.631020309264
-9,2.8355,-0.0104850063110057,-113.651175389903
-9,2.836,-0.0104868421867433,-113.671330504826
-9,2.8365,-0.0104886781839928,-113.69148565402
-9,2.837,-0.0104905143027032,-113.71164083747
-9,2.8375,-0.0104923505428011,-113.73179605516
-9,2.838,-0.0104941869042298,-113.751951307076
-9,2.8385,-0.0104960233869275,-113.772106593204
-9,2.839,-0.0104978599908325,-113.792261913527
-9,2.8395,-0.0104996967158859,-113.812417268033
-9,2.84,-0.0105015335620231,-113.832572656704
-9,2.8405,-0.0105033705291816,-113.852728079528
-9,2.841,-0.0105052076173023,-113.872883536489
-9,2.8415,-0.0105070448263237,-113.893039027572
-9,2.842,-0.0105088821561831,-113.913194552763
-9,2.8425,-0.0105107196068167,-113.933350112046
-9,2.843,-0.0105125571781659,-113.953505705406
-9,2.8435,-0.0105143948701697,-113.97366133283
-9,2.844,-0.0105162326827608,-113.993816994301
-9,2.8445,-0.0105180706158813,-114.013972689805
-9,2.845,-0.0105199086694675,-114.034128419327
-9,2.8455,-0.0105217468434606,-114.054284182853
-9,2.846,-0.0105235851377931,-114.074439980367
-9,2.8465,-0.0105254235524052,-114.094595811855
-9,2.847,-0.0105272620872382,-114.1147516773
-9,2.8475,-0.0105291007422234,-114.13490757669
-9,2.848,-0.010530939517306,-114.155063510008
-9,2.8485,-0.0105327784124146,-114.17521947724
-9,2.849,-0.0105346174274943,-114.195375478371
-9,2.8495,-0.0105364565624813,-114.215531513385
-9,2.85,-0.0105382958173082,-114.235687582268
-9,2.8505,-0.0105401351919191,-114.255843685006
-9,2.851,-0.0105419746862455,-114.275999821582
-9,2.8515,-0.0105438143002304,-114.296155991982
-9,2.852,-0.0105456540338055,-114.316312196191
-9,2.8525,-0.0105474938869119,-114.336468434194
-9,2.853,-0.010549333859485,-114.356624705977
-9,2.8535,-0.0105511739514649,-114.376781011523
-9,2.854,-0.0105530141627824,-114.396937350818
-9,2.8545,-0.0105548544933794,-114.417093723847
-9,2.855,-0.0105566949431963,-114.437250130595
-9,2.8555,-0.0105585355121607,-114.457406571047
-9,2.856,-0.0105603762002186,-114.477563045187
-9,2.8565,-0.0105622170072985,-114.497719553002
-9,2.857,-0.0105640579333457,-114.517876094475
-9,2.8575,-0.0105658989782896,-114.538032669592
-9,2.858,-0.0105677401420705,-114.558189278338
-9,2.8585,-0.0105695814246286,-114.578345920697
-9,2.859,-0.0105714228258915,-114.598502596655
-9,2.8595,-0.0105732643458053,-114.618659306196
-9,2.86,-0.0105751059842967,-114.638816049306
-9,2.8605,-0.0105769477413126,-114.658972825968
-9,2.861,-0.0105787896167826,-114.679129636169
-9,2.8615,-0.0105806316106421,-114.699286479893
-9,2.862,-0.0105824737228323,-114.719443357124
-9,2.8625,-0.0105843159532857,-114.739600267848
-9,2.863,-0.0105861583019434,-114.75975721205
-9,2.8635,-0.0105880007687351,-114.779914189715
-9,2.864,-0.0105898433536019,-114.800071200826
-9,2.8645,-0.0105916860564764,-114.82022824537
-9,2.865,-0.0105935288772957,-114.840385323331
-9,2.8655,-0.0105953718160003,-114.860542434693
-9,2.866,-0.0105972148725167,-114.880699579443
-9,2.8665,-0.010599058046789,-114.900856757563
-9,2.867,-0.0106009013387507,-114.92101396904
-9,2.8675,-0.0106027447483361,-114.941171213858
-9,2.868,-0.0106045882754789,-114.961328492002
-9,2.8685,-0.010606431920121,-114.981485803457
-9,2.869,-0.0106082756821931,-115.001643148207
-9,2.8695,-0.0106101195616306,-115.021800526237
-9,2.87,-0.0106119635583755,-115.041957937532
-9,2.8705,-0.0106138076723556,-115.062115382077
-9,2.871,-0.0106156519035081,-115.082272859856
-9,2.8715,-0.0106174962517714,-115.102430370855
-9,2.872,-0.010619340717077,-115.122587915058
-9,2.8725,-0.0106211852993602,-115.142745492449
-9,2.873,-0.0106230299985623,-115.162903103014
-9,2.8735,-0.0106248748146118,-115.183060746736
-9,2.874,-0.0106267197474461,-115.203218423602
-9,2.8745,-0.0106285647970025,-115.223376133595
-9,2.875,-0.0106304099632067,-115.243533876701
-9,2.8755,-0.0106322552460086,-115.263691652903
-9,2.876,-0.0106341006453291,-115.283849462188
-9,2.8765,-0.0106359461611123,-115.304007304538
-9,2.877,-0.0106377917932887,-115.324165179939
-9,2.8775,-0.0106396375417937,-115.344323088376
-9,2.878,-0.0106414834065618,-115.364481029834
-9,2.8785,-0.0106433293875292,-115.384639004296
-9,2.879,-0.0106451754846304,-115.404797011748
-9,2.8795,-0.010647021697796,-115.424955052174
-9,2.88,-0.0106488680269672,-115.445113125559
-9,2.8805,-0.0106507144720696,-115.465271231887
-9,2.881,-0.0106525610330463,-115.485429371143
-9,2.8815,-0.010654407709828,-115.505587543312
-9,2.882,-0.0106562545023481,-115.525745748378
-9,2.8825,-0.010658101410542,-115.545903986327
-9,2.883,-0.0106599484343411,-115.566062257141
-9,2.8835,-0.0106617955736839,-115.586220560807
-9,2.884,-0.0106636428285026,-115.606378897308
-9,2.8845,-0.01066549019873,-115.626537266629
-9,2.885,-0.0106673376843022,-115.646695668755
-9,2.8855,-0.0106691852851518,-115.66685410367
-9,2.886,-0.0106710330012161,-115.687012571359
-9,2.8865,-0.0106728808324219,-115.707171071806
-9,2.887,-0.0106747287787063,-115.727329604996
-9,2.8875,-0.0106765768400077,-115.747488170913
-9,2.888,-0.0106784250162547,-115.767646769542
-9,2.8885,-0.0106802733073779,-115.787805400868
-9,2.889,-0.0106821217133175,-115.807964064874
-9,2.8895,-0.010683970234006,-115.828122761545
-9,2.89,-0.0106858188693729,-115.848281490867
-9,2.8905,-0.0106876676193576,-115.868440252822
-9,2.891,-0.0106895164838876,-115.888599047396
-9,2.8915,-0.0106913654628983,-115.908757874574
-9,2.892,-0.0106932145563262,-115.928916734339
-9,2.8925,-0.0106950637640988,-115.949075626676
-9,2.893,-0.0106969130861544,-115.969234551569
-9,2.8935,-0.0106987625224237,-115.989393509004
-9,2.894,-0.0107006120728419,-116.009552498963
-9,2.8945,-0.0107024617373377,-116.029711521433
-9,2.895,-0.0107043115158504,-116.049870576396
-9,2.8955,-0.0107061614083076,-116.070029663838
-9,2.896,-0.0107080114146446,-116.090188783743
-9,2.8965,-0.010709861534796,-116.110347936095
-9,2.897,-0.0107117117686903,-116.130507120879
-9,2.8975,-0.0107135621162649,-116.150666338079
-9,2.898,-0.0107154125774522,-116.170825587679
-9,2.8985,-0.0107172631521837,-116.190984869663
-9,2.899,-0.01071911384039,-116.211144184017
-9,2.8995,-0.0107209646420056,-116.231303530724
-9,2.9,-0.0107228155569668,-116.251462909768
-6,2.7,-0.0125635439046313,-127.777321580071
-6,2.7005,-0.0125658621115834,-127.801119774702
-6,2.701,-0.0125681803842847,-127.824917999088
-6,2.7015,-0.0125704987225814,-127.8487162532
-6,2.702,-0.0125728171263116,-127.872514537009
-6,2.7025,-0.0125751355953245,-127.896312850483
-6,2.703,-0.0125774541294619,-127.920111193595
-6,2.7035,-0.0125797727285616,-127.943909566313
-6,2.704,-0.0125820913924709,-127.967707968609
-6,2.7045,-0.0125844101210297,-127.991506400451
-6,2.705,-0.0125867289140807,-128.015304861812
-6,2.7055,-0.0125890477714673,-128.03910335266
-6,2.706,-0.0125913666930323,-128.062901872966
-6,2.7065,-0.0125936856786153,-128.086700422699
-6,2.707,-0.0125960047280591,-128.110499001832
-6,2.7075,-0.0125983238412082,-128.134297610332
-6,2.708,-0.0126006430179023,-128.158096248171
-6,2.7085,-0.0126029622579812,-128.181894915319
-6,2.709,-0.0126052815612923,-128.205693611745
-6,2.7095,-0.0126076009276706,-128.22949233742
-6,2.71,-0.0126099203569635,-128.253291092314
-6,2.7105,-0.0126122398490107,-128.277089876397
-6,2.711,-0.012614559403652,-128.300888689639
-6,2.7115,-0.0126168790207301,-128.324687532011
-6,2.712,-0.0126191987000836,-128.348486403482
-6,2.7125,-0.0126215184415582,-128.372285304022
-6,2.713,-0.0126238382449917,-128.396084233601
-6,2.7135,-0.0126261581102285,-128.41988319219
-6,2.714,-0.0126284780371056,-128.443682179758
-6,2.7145,-0.0126307980254685,-128.467481196276
-6,2.715,-0.012633118075153,-128.491280241713
-6,2.7155,-0.0126354381860018,-128.51507931604
-6,2.716,-0.0126377583578575,-128.538878419226
-6,2.7165,-0.01264007859056,-128.562677551241
-6,2.717,-0.0126423988839459,-128.586476712056
-6,2.7175,-0.0126447192378608,-128.610275901641
-6,2.718,-0.0126470396521436,-128.634075119964
-6,2.7185,-0.012649360126631,-128.657874366997
-6,2.719,-0.0126516806611705,-128.681673642709
-6,2.7195,-0.012654001255596,-128.70547294707
-6,2.72,-0.0126563219097512,-128.729272280051
-6,2.7205,-0.0126586426234729,-128.75307164162
-6,2.721,-0.0126609633966046,-128.776871031748
-6,2.7215,-0.0126632842289853,-128.800670450404
-6,2.722,-0.0126656051204535,-128.82446989756
-6,2.7225,-0.0126679260708491,-128.848269373183
-6,2.723,-0.0126702470800128,-128.872068877246
-6,2.7235,-0.0126725681477871,-128.895868409716
-6,2.724,-0.0126748892740023,-128.919667970564
-6,2.7245,-0.0126772104585085,-128.94346755976
-6,2.725,-0.0126795317011408,-128.967267177274
-6,2.7255,-0.0126818530017389,-128.991066823076
-6,2.726,-0.0126841743601395,-129.014866497135
-6,2.7265,-0.0126864957761864,-129.038666199421
-6,2.727,-0.0126888172497182,-129.062465929903
-6,2.7275,-0.0126911387805738,-129.086265688553
-6,2.728,-0.0126934603685899,-129.110065475339
-6,2.7285,-0.0126957820136073,-129.133865290231
-6,2.729,-0.0126981037154676,-129.1576651332
-6,2.7295,-0.0127004254740078,-129.181465004214
-6,2.73,-0.0127027472890654,-129.205264903243
-6,2.7305,-0.0127050691604833,-129.229064830258
-6,2.731,-0.0127073910880973,-129.252864785228
-6,2.7315,-0.012709713071749,-129.276664768123
-6,2.732,-0.0127120351112762,-129.300464778912
-6,2.7325,-0.0127143572065197,-129.324264817565
-6,2.733,-0.0127166793573162,-129.348064884051
-6,2.7335,-0.0127190015635056,-129.371864978342
-6,2.734,-0.0127213238249284,-129.395665100405
-6,2.7345,-0.0127236461414254,-129.419465250212
-6,2.735,-0.0127259685128315,-129.443265427731
-6,2.7355,-0.0127282909389874,-129.467065632932
-6,2.736,-0.0127306134197367,-129.490865865785
-6,2.7365,-0.0127329359549182,-129.514666126259
-6,2.737,-0.0127352585443647,-129.538466414324
-6,2.7375,-0.0127375811879258,-129.562266729951
-6,2.738,-0.0127399038854363,-129.586067073107
-6,2.7385,-0.0127422266367378,-129.609867443764
-6,2.739,-0.0127445494416711,-129.633667841891
-6,2.7395,-0.0127468723000779,-129.657468267456
-6,2.74,-0.0127491952117987,-129.681268720431
-6,2.7405,-0.0127515181766773,-129.705069200784
-6,2.741,-0.0127538411945524,-129.728869708485
-6,2.7415,-0.0127561642652704,-129.752670243504
-6,2.742,-0.012758487388673,-129.77647080581
-6,2.7425,-0.0127608105646078,-129.800271395373
-6,2.743,-0.0127631337929152,-129.824072012162
-6,2.7435,-0.012765457073441,-129.847872656148
-6,2.744,-0.0127677804060364,-129.8716733273
-6,2.7445,-0.012770103790548,-129.895474025586
-6,2.745,-0.0127724272268249,-129.919274750978
-6,2.7455,-0.0127747507147178,-129.943075503444
-6,2.746,-0.0127770742540807,-129.966876282955
-6,2.7465,-0.0127793978447688,-129.990677089479
-6,2.747,-0.0127817214866411,-130.014477922987
-6,2.7475,-0.0127840451795578,-130.038278783448
-6,2.748,-0.0127863689233807,-130.062079670831
-6,2.7485,-0.0127886927179823,-130.085880585107
-6,2.749,-0.0127910165632363,-130.109681526245
-6,2.7495,-0.0127933404590142,-130.133482494216
-6,2.75,-0.0127956644052068,-130.157283488987
-6,2.7505,-0.0127979884017062,-130.181084510531
-6,2.751,-0.0128003124484157,-130.204885558815
-6,2.7515,-0.0128026365452437,-130.228686633811
-6,2.752,-0.0128049606921197,-130.252487735487
-6,2.7525,-0.0128072848889828,-130.276288863815
-6,2.753,-0.0128096091357955,-130.300090018763
-6,2.7535,-0.0128119334325414,-130.323891200303
-6,2.754,-0.0128142577792283,-130.347692408403
-6,2.7545,-0.0128165821759025,-130.371493643035
-6,2.755,-0.01281890662265,-130.395294904169
-6,2.7555,-0.012821231119609,-130.419096191774
-6,2.756,-0.0128235556669737,-130.442897505822
-6,2.7565,-0.0128258802650318,-130.466698846282
-6,2.757,-0.0128282049141514,-130.490500213125
-6,2.7575,-0.0128305296148269,-130.514301606322
-6,2.758,-0.0128328543677085,-130.538103025842
-6,2.7585,-0.0128351791736275,-130.561904471655
-6,2.759,-0.0128375040336445,-130.58570594373
-6,2.7595,-0.0128398289491067,-130.609507442036
-6,2.76,-0.0128421539216918,-130.633308966537
-6,2.7605,-0.012844478953475,-130.657110517199
-6,2.761,-0.0128468040469376,-130.680912093981
-6,2.7615,-0.0128491292049643,-130.704713696834
-6,2.762,-0.012851454430659,-130.728515325704
-6,2.7625,-0.0128537797269644,-130.752316980521
-6,2.763,-0.01285610509582,-130.776118661199
-6,2.7635,-0.0128584305366916,-130.799920367633
-6,2.764,-0.0128607560443701,-130.823722099702
-6,2.7645,-0.012863081606372,-130.847523857282
-6,2.765,-0.0128654072012954,-130.871325640274
-6,2.7655,-0.012867732800464,-130.895127448649
-6,2.766,-0.0128700583748172,-130.918929282478
-6,2.7665,-0.0128723839053615,-130.942731141932
-6,2.767,-0.012874709391044,-130.966533027219
-6,2.7675,-0.0128770348482345,-130.990334938506
-6,2.768,-0.0128793603026481,-131.01413687587
-6,2.7685,-0.0128816857798282,-131.037938839297
-6,2.769,-0.0128840112993304,-131.061740828709
-6,2.7695,-0.0128863368733301,-131.085542844005
-6,2.77,-0.0128886625078711,-131.10934488508
-6,2.7705,-0.0128909882048444,-131.133146951841
-6,2.771,-0.0128933139637448,-131.156949044209
-6,2.7715,-0.0128956397828622,-131.180751162115
-6,2.772,-0.0128979656600323,-131.204553305503
-6,2.7725,-0.0129002915930349,-131.228355474324
-6,2.773,-0.0129026175797791,-131.252157668535
-6,2.7735,-0.0129049436183933,-131.275959888096
-6,2.774,-0.0129072697072406,-131.299762132972
-6,2.7745,-0.012909595844913,-131.323564403127
-6,2.775,-0.012911922030185,-131.347366698528
-6,2.7755,-0.0129142482620116,-131.371169019143
-6,2.776,-0.0129165745394889,-131.394971364941
-6,2.7765,-0.0129189008618337,-131.418773735889
-6,2.777,-0.0129212272283642,-131.442576131957
-6,2.7775,-0.012923553638476,-131.466378553114
-6,2.778,-0.0129258800916291,-131.490180999329
-6,2.7785,-0.0129282065873523,-131.513983470571
-6,2.779,-0.0129305331252111,-131.53778596681
-6,2.7795,-0.0129328597048114,-131.561588488014
-6,2.78,-0.0129351863257922,-131.585391034153
-6,2.7805,-0.012937512987823,-131.609193605196
-6,2.781,-0.0129398396905892,-131.632996201113
-6,2.7815,-0.0129421664337991,-131.656798821872
-6,2.782,-0.0129444932171794,-131.680601467443
-6,2.7825,-0.0129468200404607,-131.704404137795
-6,2.783,-0.0129491469034016,-131.728206832896
-6,2.7835,-0.0129514738057529,-131.752009552716
-6,2.784,-0.0129538007472849,-131.775812297224
-6,2.7845,-0.0129561277277744,-131.799615066389
-6,2.785,-0.0129584547469995,-131.82341786018
-6,2.7855,-0.0129607818047466,-131.847220678566
-6,2.786,-0.012963108900812,-131.871023521516
-6,2.7865,-0.0129654360349823,-131.894826388998
-6,2.787,-0.0129677632070655,-131.918629280981
-6,2.7875,-0.0129700904168566,-131.942432197435
-6,2.788,-0.0129724176641628,-131.966235138328
-6,2.7885,-0.0129747449487916,-131.990038103629
-6,2.789,-0.012977072270554,-132.013841093307
-6,2.7895,-0.0129793996292568,-132.037644107331
-6,2.79,-0.0129817270247165,-132.061447145669
-6,2.7905,-0.0129840544567429,-132.08525020829
-6,2.791,-0.0129863819251573,-132.109053295163
-6,2.7915,-0.0129887094297725,-132.132856406257
-6,2.792,-0.0129910369704069,-132.15665954154
-6,2.7925,-0.012993364546877,-132.180462700981
-6,2.793,-0.0129956921590032,-132.204265884549
-6,2.7935,-0.0129980198066078,-132.228069092212
-6,2.794,-0.0130003474895084,-132.251872323939
-6,2.7945,-0.0130026752075301,-132.275675579699
-6,2.795,-0.0130050029604925,-132.29947885946
-6,2.7955,-0.0130073307482148,-132.323282163191
-6,2.796,-0.0130096585705224,-132.347085490861
-6,2.7965,-0.0130119864272386,-132.370888842438
-6,2.797,-0.0130143143181865,-132.39469221789
-6,2.7975,-0.0130166422431886,-132.418495617187
-6,2.798,-0.0130189702020701,-132.442299040297
-6,2.7985,-0.0130212981946533,-132.466102487189
-6,2.799,-0.0130236262207644,-132.48990595783
-6,2.7995,-0.0130259542802256,-132.51370945219
-6,2.8,-0.0130282823728643,-132.537512970238
-6,2.8005,-0.0130306104985016,-132.56131651194
-6,2.801,-0.0130329386569668,-132.585120077267
-6,2.8015,-0.0130352668480811,-132.608923666187
-6,2.802,-0.0130375950716708,-132.632727278668
-6,2.8025,-0.0130399233275639,-132.656530914678
-6,2.803,-0.01304225161558,-132.680334574187
-6,2.8035,-0.0130445799355509,-132.704138257162
-6,2.804,-0.0130469082872951,-132.727941963572
-6,2.8045,-0.0130492366706427,-132.751745693385
-6,2.805,-0.013051565085417,-132.775549446571
-6,2.8055,-0.013053893531447,-132.799353223097
-6,2.806,-0.0130562220085551,-132.823157022931
-6,2.8065,-0.0130585505165646,-132.846960846043
-6,2.807,-0.0130608790553055,-132.8707646924
-6,2.8075,-0.013063207624601,-132.894568561972
-6,2.808,-0.0130655362242784,-132.918372454726
-6,2.8085,-0.01306786485416,-132.94217637063
-6,2.809,-0.0130701935140739,-132.965980309654
-6,2.8095,-0.0130725222038462,-132.989784271765
-6,2.81,-0.0130748509232993,-133.013588256932
-6,2.8105,-0.0130771796722613,-133.037392265123
-6,2.811,-0.0130795084505574,-133.061196296306
-6,2.8115,-0.0130818372580148,-133.085000350451
-6,2.812,-0.0130841660944519,-133.108804427524
-6,2.8125,-0.0130864949597027,-133.132608527496
-6,2.813,-0.0130888238535855,-133.156412650332
-6,2.8135,-0.0130911527759314,-133.180216796003
-6,2.814,-0.0130934817265599,-133.204020964476
-6,2.8145,-0.0130958107053018,-133.22782515572
-6,2.815,-0.0130981397119796,-133.251629369703
-6,2.8155,-0.0131004687464205,-133.275433606393
-6,2.816,-0.0131027978084437,-133.299237865759
-6,2.8165,-0.0131051268978813,-133.323042147768
-6,2.817,-0.0131074560145556,-133.346846452389
-6,2.8175,-0.01310978515829,-133.37065077959
-6,2.818,-0.0131121143289114,-133.394455129339
-6,2.8185,-0.0131144435262462,-133.418259501605
-6,2.819,-0.0131167727501128,-133.442063896356
-6,2.8195,-0.013119102000345,-133.46586831356
-6,2.82,-0.0131214312767604,-133.489672753185
-6,2.8205,-0.0131237605791871,-133.513477215199
-6,2.821,-0.0131260899074464,-133.537281699571
-6,2.8215,-0.0131284192613703,-133.561086206269
-6,2.822,-0.0131307486407753,-133.58489073526
-6,2.8225,-0.0131330780454896,-133.608695286513
-6,2.823,-0.0131354074753354,-133.632499859997
-6,2.8235,-0.0131377369301408,-133.656304455679
-6,2.824,-0.0131400664097283,-133.680109073527
-6,2.8245,-0.01314239591392,-133.70391371351
-6,2.825,-0.0131447254425441,-133.727718375595
-6,2.8255,-0.013147054995422,-133.751523059751
-6,2.826,-0.0131493845723798,-133.775327765946
-6,2.8265,-0.0131517141732389,-133.799132494148
-6,2.827,-0.0131540437978254,-133.822937244325
-6,2.8275,-0.0131563734459617,-133.846742016445
-6,2.828,-0.0131587031174749,-133.870546810476
-6,2.8285,-0.0131610328121824,-133.894351626387
-6,2.829,-0.0131633625299135,-133.918156464144
-6,2.8295,-0.0131656922704932,-133.941961323717
-6,2.83,-0.01316802203374,-133.965766205073
-6,2.8305,-0.0131703518194811,-133.989571108181
-6,2.831,-0.0131726816275378,-134.013376033008
-6,2.8315,-0.0131750114577373,-134.037180979522
-6,2.832,-0.0131773413098999,-134.060985947692
-6,2.8325,-0.0131796711838479,-134.084790937485
-6,2.833,-0.0131820010794047,-134.10859594887
-6,2.8335,-0.0131843309963973,-134.132400981814
-6,2.834,-0.0131866609346472,-134.156206036285
-6,2.8345,-0.0131889908939756,-134.180011112252
-6,2.835,-0.0131913208742077,-134.203816209681
-6,2.8355,-0.0131936508751659,-134.227621328543
-6,2.836,-0.0131959808966725,-134.251426468803
-6,2.8365,-0.0131983109385518,-134.27523163043
-6,2.837,-0.013200641000625,-134.299036813392
-6,2.8375,-0.0132029710827164,-134.322842017658
-6,2.838,-0.0132053011846493,-134.346647243194
-6,2.8385,-0.0132076313062421,-134.370452489969
-6,2.839,-0.013209961447322,-134.394257757951
-6,2.8395,-0.0132122916077132,-134.418063047107
-6,2.84,-0.0132146217872313,-134.441868357405
-6,2.8405,-0.0132169519857024,-134.465673688814
-6,2.841,-0.0132192822029498,-134.489479041301
-6,2.8415,-0.0132216124387939,-134.513284414835
-6,2.842,-0.0132239426930598,-134.537089809382
-6,2.8425,-0.0132262729655681,-134.560895224911
-6,2.843,-0.0132286032561409,-134.584700661389
-6,2.8435,-0.0132309335645967,-134.608506118785
-6,2.844,-0.0132332638907666,-134.632311597066
-6,2.8445,-0.0132355942344631,-134.656117096201
-6,2.845,-0.0132379245955144,-134.679922616156
-6,2.8455,-0.0132402549737369,-134.7037281569
-6,2.846,-0.0132425853689579,-134.7275337184
-6,2.8465,-0.0132449157809977,-134.751339300625
-6,2.847,-0.0132472462096747,-134.775144903542
-6,2.8475,-0.0132495766548132,-134.798950527118
-6,2.848,-0.0132519071162344,-134.822756171322
-6,2.8485,-0.0132542375937628,-134.846561836122
-6,2.849,-0.0132565680872137,-134.870367521485
-6,2.8495,-0.0132588985964134,-134.894173227378
-6,2.85,-0.0132612291211812,-134.91797895377
-6,2.8505,-0.0132635596613386,-134.941784700629
-6,2.851,-0.0132658902167068,-134.965590467921
-6,2.8515,-0.0132682207871072,-134.989396255616
-6,2.852,-0.0132705513723602,-135.01320206368
-6,2.8525,-0.013272881972288,-135.037007892081
-6,2.853,-0.013275212586714,-135.060813740786
-6,2.8535,-0.0132775432154517,-135.084619609765
-6,2.854,-0.0132798738583292,-135.108425498984
-6,2.8545,-0.013282204515166,-135.13223140841
-6,2.855,-0.0132845351857776,-135.156037338013
-6,2.8555,-0.013286865869993,-135.179843287758
-6,2.856,-0.0132891965676269,-135.203649257615
-6,2.8565,-0.0132915272785006,-135.22745524755
-6,2.857,-0.0132938580024353,-135.251261257531
-6,2.8575,-0.0132961887392544,-135.275067287526
-6,2.858,-0.0132985194887745,-135.298873337502
-6,2.8585,-0.0133008502508176,-135.322679407428
-6,2.859,-0.0133031810252034,-135.34648549727
-6,2.8595,-0.0133055118117541,-135.370291606997
-6,2.86,-0.0133078426102881,-135.394097736575
-6,2.8605,-0.0133101734206238,-135.417903885973
-6,2.861,-0.0133125042425846,-135.441710055158
-6,2.8615,-0.0133148350759889,-135.465516244098
-6,2.862,-0.013317165920656,-135.48932245276
-6,2.8625,-0.0133194967764093,-135.513128681111
-6,2.863,-0.0133218276430662,-135.53693492912
-6,2.8635,-0.0133241585204451,-135.560741196754
-6,2.864,-0.0133264894083703,-135.58454748398
-6,2.8645,-0.0133288203066544,-135.608353790766
-6,2.865,-0.0133311512151246,-135.63216011708
-6,2.8655,-0.0133334821335963,-135.655966462889
-6,2.866,-0.013335813061889,-135.67977282816
-6,2.8665,-0.0133381439998251,-135.703579212861
-6,2.867,-0.0133404749472209,-135.727385616959
-6,2.8675,-0.0133428059038969,-135.751192040423
-6,2.868,-0.0133451368696734,-135.774998483219
-6,2.8685,-0.0133474678443717,-135.798804945315
-6,2.869,-0.0133497988278055,-135.822611426679
-6,2.8695,-0.0133521298197961,-135.846417927277
-6,2.87,-0.0133544608201658,-135.870224447078
-6,2.8705,-0.0133567918287282,-135.894030986049
-6,2.871,-0.0133591228453095,-135.917837544157
-6,2.8715,-0.0133614538697203,-135.941644121369
-6,2.872,-0.0133637849017878,-135.965450717654
-6,2.8725,-0.0133661159413256,-135.989257332978
-6,2.873,-0.013368446988155,-136.01306396731
-6,2.8735,-0.0133707780420915,-136.036870620615
-6,2.874,-0.0133731091029585,-136.060677292863
-6,2.8745,-0.0133754401705696,-136.08448398402
-6,2.875,-0.0133777712447488,-136.108290694053
-6,2.8755,-0.0133801023253109,-136.13209742293
-6,2.876,-0.0133824334120752,-136.155904170619
-6,2.8765,-0.0133847645048611,-136.179710937086
-6,2.877,-0.0133870956034852,-136.203517722299
-6,2.8775,-0.0133894267077696,-136.227324526226
-6,2.878,-0.01339175781753,-136.251131348834
-6,2.8785,-0.0133940889325819,-136.27493819009
