Freq [GHz],"dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
3.395,-0.029276869,-74.90594098
3.3965,-0.029322654,-74.94169619
3.398,-0.029368501,-74.97745328
3.3995,-0.029414412,-75.01321226
3.401,-0.029460386,-75.04897313
3.4025,-0.029506424,-75.08473591
3.404,-0.029552525,-75.12050062
3.4055,-0.02959869,-75.15626725
3.407,-0.029644918,-75.19203582
3.4085,-0.02969121,-75.22780635
3.41,-0.029737566,-75.26357884
3.4115,-0.029783986,-75.2993533
3.413,-0.029830469,-75.33512974
3.4145,-0.029877017,-75.37090817
3.416,-0.029923628,-75.40668861
3.4175,-0.029970304,-75.44247106
3.419,-0.030017044,-75.47825553
3.4205,-0.030063848,-75.51404203
3.422,-0.030110716,-75.54983058
3.4235,-0.030157649,-75.58562117
3.425,-0.030204646,-75.62141383
3.4265,-0.030251708,-75.65720856
3.428,-0.030298834,-75.69300536
3.4295,-0.030346025,-75.72880426
3.431,-0.030393281,-75.76460525
3.4325,-0.030440601,-75.80040835
3.434,-0.030487987,-75.83621357
3.4355,-0.030535437,-75.87202091
3.437,-0.030582952,-75.90783038
3.4385,-0.030630532,-75.943642
3.44,-0.030678178,-75.97945576
3.4415,-0.030725888,-76.01527169
3.443,-0.030773664,-76.05108979
3.4445,-0.030821505,-76.08691006
3.446,-0.030869412,-76.12273251
3.4475,-0.030917384,-76.15855716
3.449,-0.030965421,-76.19438401
3.4505,-0.031013524,-76.23021308
3.452,-0.031061693,-76.26604435
3.4535,-0.031109928,-76.30187786
3.455,-0.031158228,-76.3377136
3.4565,-0.031206594,-76.37355158
3.458,-0.031255026,-76.4093918
3.4595,-0.031303524,-76.44523429
3.461,-0.031352089,-76.48107904
3.4625,-0.031400719,-76.51692607
3.464,-0.031449416,-76.55277537
3.4655,-0.031498179,-76.58862696
3.467,-0.031547008,-76.62448085
3.4685,-0.031595904,-76.66033704
3.47,-0.031644866,-76.69619554
3.4715,-0.031693894,-76.73205635
3.473,-0.03174299,-76.76791949
3.4745,-0.031792152,-76.80378496
3.476,-0.031841381,-76.83965278
3.4775,-0.031890676,-76.87552293
3.479,-0.031940039,-76.91139544
3.4805,-0.031989469,-76.94727031
3.482,-0.032038965,-76.98314754
3.4835,-0.032088529,-77.01902715
3.485,-0.03213816,-77.05490914
3.4865,-0.032187858,-77.09079351
3.488,-0.032237624,-77.12668028
3.4895,-0.032287457,-77.16256945
3.491,-0.032337357,-77.19846102
3.4925,-0.032387325,-77.23435501
3.494,-0.032437361,-77.27025142
3.4955,-0.032487464,-77.30615025
3.497,-0.032537635,-77.34205152
3.4985,-0.032587874,-77.37795522
3.5,-0.032638181,-77.41386137
