"cs_high [mm]","dis [mm]","Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
18,-6,2.764,-0.011170599170057,-130.472078487527
18,-6,2.765,-0.0111738908232074,-130.51952156503
18,-6,2.766,-0.0111771823422402,-130.566964788965
18,-6,2.767,-0.0111804737265391,-130.614408159208
18,-6,2.768,-0.0111837649754803,-130.661851675633
18,-6,2.769,-0.0111870560884456,-130.709295338113
18,-6,2.77,-0.0111903470648111,-130.756739146523
18,-6,2.771,-0.0111936379039607,-130.804183100736
18,-6,2.772,-0.0111969286052646,-130.851627200628
18,-6,2.773,-0.0112002191681027,-130.899071446071
18,-6,2.774,-0.0112035095918531,-130.946515836938
18,-6,2.775,-0.01120679987589,-130.993960373105
18,-6,2.776,-0.0112100900195922,-131.041405054444
18,-6,2.777,-0.0112133800223331,-131.088849880828
18,-6,2.778,-0.0112166698834895,-131.13629485213
18,-6,2.779,-0.0112199596024358,-131.183739968225
18,-6,2.78,-0.011223249178545,-131.231185228984
18,-6,2.781,-0.0112265386111962,-131.278630634281
18,-6,2.782,-0.0112298278997605,-131.326076183989
18,-6,2.783,-0.0112331170436092,-131.37352187798
18,-6,2.784,-0.0112364060421204,-131.420967716127
18,-6,2.785,-0.0112396948946614,-131.468413698302
18,-6,2.786,-0.0112429836006102,-131.515859824379
18,-6,2.787,-0.0112462721593323,-131.563306094228
18,-6,2.788,-0.0112495605702047,-131.610752507723
18,-6,2.789,-0.0112528488325986,-131.658199064736
18,-6,2.79,-0.0112561369458786,-131.705645765138
18,-6,2.791,-0.0112594249094254,-131.753092608802
18,-6,2.792,-0.0112627127226018,-131.800539595599
18,-6,2.793,-0.0112660003847836,-131.847986725401
18,-6,2.794,-0.0112692878953306,-131.895433998079
18,-6,2.795,-0.0112725752536228,-131.942881413506
18,-6,2.796,-0.0112758624590235,-131.990328971552
18,-6,2.797,-0.0112791495109002,-132.037776672089
18,-6,2.798,-0.0112824364086222,-132.085224514988
18,-6,2.799,-0.0112857231515569,-132.13267250012
18,-6,2.8,-0.0112890097390754,-132.180120627356
18,-6,2.801,-0.0112922961705404,-132.227568896567
18,-6,2.802,-0.0112955824453191,-132.275017307624
18,-6,2.803,-0.0112988685627819,-132.322465860397
18,-6,2.804,-0.0113021545222893,-132.369914554757
18,-6,2.805,-0.0113054403232078,-132.417363390575
18,-6,2.806,-0.0113087259649086,-132.464812367721
18,-6,2.807,-0.0113120114467474,-132.512261486065
18,-6,2.808,-0.0113152967680945,-132.559710745477
18,-6,2.809,-0.0113185819283135,-132.607160145828
18,-6,2.81,-0.0113218669267696,-132.654609686987
18,-6,2.811,-0.0113251517628207,-132.702059368825
18,-6,2.812,-0.0113284364358389,-132.749509191211
18,-6,2.813,-0.0113317209451771,-132.796959154015
18,-6,2.814,-0.0113350052902056,-132.844409257106
18,-6,2.815,-0.0113382894702829,-132.891859500354
18,-6,2.816,-0.0113415734847726,-132.939309883628
18,-6,2.817,-0.0113448573330325,-132.986760406798
18,-6,2.818,-0.0113481410144297,-133.034211069733
18,-6,2.819,-0.0113514245283183,-133.081661872301
18,-6,2.82,-0.0113547078740644,-133.129112814373
18,-6,2.821,-0.011357991051024,-133.176563895816
18,-6,2.822,-0.0113612740585596,-133.2240151165
18,-6,2.823,-0.0113645568960307,-133.271466476293
18,-6,2.824,-0.011367839562794,-133.318917975064
18,-6,2.825,-0.0113711220582084,-133.366369612681
18,-6,2.826,-0.0113744043816361,-133.413821389013
18,-6,2.827,-0.0113776865324292,-133.461273303928
18,-6,2.828,-0.0113809685099521,-133.508725357295
18,-6,2.829,-0.0113842503135576,-133.55617754898
18,-6,2.83,-0.0113875319426044,-133.603629878853
18,-6,2.831,-0.0113908133964512,-133.651082346782
18,-6,2.832,-0.0113940946744507,-133.698534952633
18,-6,2.833,-0.0113973757759597,-133.745987696275
18,-6,2.834,-0.011400656700336,-133.793440577576
18,-6,2.835,-0.0114039374469332,-133.840893596402
18,-6,2.836,-0.0114072180151091,-133.888346752622
18,-6,2.837,-0.0114104984042156,-133.935800046103
18,-6,2.838,-0.0114137786136074,-133.983253476711
18,-6,2.839,-0.0114170586426413,-134.030707044315
18,-6,2.84,-0.0114203384906672,-134.078160748781
18,-6,2.841,-0.0114236181570417,-134.125614589975
18,-6,2.842,-0.0114268976411179,-134.173068567766
18,-6,2.843,-0.0114301769422455,-134.220522682019
18,-6,2.844,-0.0114334560597804,-134.267976932601
18,-6,2.845,-0.0114367349930734,-134.315431319379
18,-6,2.846,-0.0114400137414802,-134.362885842219
18,-6,2.847,-0.0114432923043442,-134.410340500988
18,-6,2.848,-0.0114465706810258,-134.457795295552
18,-6,2.849,-0.0114498488708682,-134.505250225776
18,-6,2.85,-0.0114531268732261,-134.552705291528
18,-6,2.851,-0.0114564046874496,-134.600160492673
18,-6,2.852,-0.0114596823128866,-134.647615829076
18,-6,2.853,-0.01146295974889,-134.695071300605
18,-6,2.854,-0.0114662369948067,-134.742526907124
18,-6,2.855,-0.0114695140499897,-134.789982648499
18,-6,2.856,-0.011472790913782,-134.837438524595
18,-6,2.857,-0.0114760675855347,-134.884894535278
18,-6,2.858,-0.0114793440645957,-134.932350680413
18,-6,2.859,-0.011482620350312,-134.979806959866
18,-6,2.86,-0.0114858964420364,-135.027263373501
18,-6,2.861,-0.0114891723391102,-135.074719921184
18,-6,2.862,-0.0114924480408815,-135.122176602779
18,-6,2.863,-0.0114957235467,-135.169633418152
18,-6,2.864,-0.0114989988559062,-135.217090367166
18,-6,2.865,-0.0115022739678527,-135.264547449687
18,-6,2.866,-0.0115055488818809,-135.31200466558
18,-6,2.867,-0.0115088235973349,-135.359462014708
18,-6,2.868,-0.0115120981135645,-135.406919496936
18,-6,2.869,-0.0115153724299092,-135.454377112128
18,-6,2.87,-0.0115186465457177,-135.501834860149
18,-6,2.871,-0.0115219204603363,-135.549292740862
18,-6,2.872,-0.0115251941731042,-135.596750754132
18,-6,2.873,-0.0115284676833646,-135.644208899822
18,-6,2.874,-0.0115317409904615,-135.691667177796
18,-6,2.875,-0.011535014093742,-135.739125587919
18,-6,2.876,-0.0115382869925426,-135.786584130053
18,-6,2.877,-0.0115415596862111,-135.834042804062
18,-6,2.878,-0.0115448321740859,-135.881501609809
18,-6,2.879,-0.0115481044555101,-135.928960547158
18,-6,2.88,-0.0115513765298299,-135.976419615972
18,-6,2.881,-0.0115546483963776,-136.023878816115
18,-6,2.882,-0.0115579200544976,-136.071338147449
18,-6,2.883,-0.0115611915035347,-136.118797609836
18,-6,2.884,-0.0115644627428206,-136.166257203141
18,-6,2.885,-0.0115677337717091,-136.213716927226
18,-6,2.886,-0.0115710045895259,-136.261176781954
18,-6,2.887,-0.0115742751956189,-136.308636767186
18,-6,2.888,-0.0115775455893227,-136.356096882786
18,-6,2.889,-0.0115808157699794,-136.403557128617
18,-6,2.89,-0.0115840857369255,-136.451017504539
18,-6,2.891,-0.011587355489501,-136.498478010416
18,-6,2.892,-0.0115906250270444,-136.54593864611
18,-6,2.893,-0.011593894348892,-136.593399411483
18,-6,2.894,-0.0115971634543803,-136.640860306397
18,-6,2.895,-0.0116004323428484,-136.688321330713
18,-6,2.896,-0.0116037010136328,-136.735782484293
18,-6,2.897,-0.0116069694660698,-136.783243767
18,-6,2.898,-0.0116102376994977,-136.830705178694
18,-6,2.899,-0.011613505713251,-136.878166719237
18,-6,2.9,-0.0116167735066651,-136.925628388491
18,-6,2.901,-0.0116200410790754,-136.973090186317
18,-6,2.902,-0.0116233084298144,-137.020552112576
18,-6,2.903,-0.0116265755582252,-137.068014167129
18,-6,2.904,-0.0116298424636365,-137.115476349837
18,-6,2.905,-0.0116331091453837,-137.162938660562
18,-6,2.906,-0.0116363756028001,-137.210401099164
18,-6,2.907,-0.0116396418352243,-137.257863665504
18,-6,2.908,-0.0116429078419828,-137.305326359442
18,-6,2.909,-0.0116461736224139,-137.35278918084
18,-6,2.91,-0.0116494391758501,-137.400252129557
18,-6,2.911,-0.0116527045016201,-137.447715205455
18,-6,2.912,-0.0116559695990632,-137.495178408392
18,-6,2.913,-0.0116592344675079,-137.542641738231
18,-6,2.914,-0.0116624991062829,-137.590105194831
18,-6,2.915,-0.0116657635147256,-137.637568778051
18,-6,2.916,-0.0116690276921664,-137.685032487752
18,-6,2.917,-0.0116722916379369,-137.732496323795
18,-6,2.918,-0.0116755553513639,-137.779960286037
18,-6,2.919,-0.0116788188317826,-137.82742437434
18,-6,2.92,-0.0116820820785189,-137.874888588563
18,-6,2.921,-0.0116853450909071,-137.922352928566
18,-6,2.922,-0.0116886078682759,-137.969817394207
18,-6,2.923,-0.0116918704099538,-138.017281985347
18,-6,2.924,-0.0116951327152716,-138.064746701845
18,-6,2.925,-0.0116983947835577,-138.112211543559
18,-6,2.926,-0.0117016566141427,-138.159676510349
18,-6,2.927,-0.0117049182063514,-138.207141602073
18,-6,2.928,-0.0117081795595125,-138.254606818592
18,-6,2.929,-0.0117114406729583,-138.302072159763
18,-6,2.93,-0.0117147015460126,-138.349537625446
18,-6,2.931,-0.0117179621780081,-138.397003215498
18,-6,2.932,-0.0117212225682655,-138.444468929779
18,-6,2.933,-0.0117244827161153,-138.491934768148
18,-6,2.934,-0.0117277426208815,-138.539400730461
18,-6,2.935,-0.0117310022818954,-138.586866816579
18,-6,2.936,-0.0117342616984799,-138.634333026359
18,-6,2.937,-0.0117375208699598,-138.681799359658
18,-6,2.938,-0.0117407797956675,-138.729265816337
18,-6,2.939,-0.0117440384749191,-138.776732396251
18,-6,2.94,-0.0117472969070479,-138.824199099259
18,-6,2.941,-0.0117505550913741,-138.871665925219
18,-6,2.942,-0.011753813027226,-138.919132873989
18,-6,2.943,-0.0117570707139237,-138.966599945426
18,-6,2.944,-0.0117603281507957,-139.014067139388
18,-6,2.945,-0.0117635853371621,-139.061534455732
18,-6,2.946,-0.0117668422723522,-139.109001894316
18,-6,2.947,-0.0117700989556822,-139.156469454996
18,-6,2.948,-0.0117733553864826,-139.203937137631
18,-6,2.949,-0.0117766115640724,-139.251404942077
18,-6,2.95,-0.0117798674877763,-139.298872868191
18,-6,2.951,-0.0117831231569151,-139.34634091583
18,-6,2.952,-0.0117863785708107,-139.393809084851
18,-6,2.953,-0.0117896337287859,-139.441277375112
18,-6,2.954,-0.0117928886301664,-139.488745786467
18,-6,2.955,-0.0117961432742673,-139.536214318775
18,-6,2.956,-0.0117993976604132,-139.583682971891
18,-6,2.957,-0.0118026517879261,-139.631151745673
18,-6,2.958,-0.0118059056561229,-139.678620639976
18,-6,2.959,-0.0118091592643313,-139.726089654656
18,-6,2.96,-0.0118124126118643,-139.773558789571
18,-6,2.961,-0.0118156656980478,-139.821028044576
18,-6,2.962,-0.0118189185221976,-139.868497419526
18,-6,2.963,-0.0118221710836357,-139.915966914279
18,-6,2.964,-0.0118254233816799,-139.963436528689
18,-6,2.965,-0.0118286754156532,-140.010906262613
18,-6,2.966,-0.0118319271848686,-140.058376115907
18,-6,2.967,-0.0118351786886488,-140.105846088425
18,-6,2.968,-0.0118384299263129,-140.153316180024
18,-6,2.969,-0.0118416808971788,-140.200786390558
18,-6,2.97,-0.0118449316005645,-140.248256719884
18,-6,2.971,-0.011848182035782,-140.295727167856
18,-6,2.972,-0.0118514322021581,-140.34319773433
18,-6,2.973,-0.0118546820990039,-140.390668419161
18,-6,2.974,-0.0118579317256412,-140.438139222204
18,-6,2.975,-0.0118611810813804,-140.485610143313
18,-6,2.976,-0.011864430165545,-140.533081182344
18,-6,2.977,-0.0118676789774474,-140.580552339152
18,-6,2.978,-0.0118709275164102,-140.628023613591
18,-6,2.979,-0.0118741757817388,-140.675495005515
18,-6,2.98,-0.0118774237727571,-140.72296651478
18,-6,2.981,-0.011880671488779,-140.77043814124
18,-6,2.982,-0.0118839189291176,-140.817909884749
18,-6,2.983,-0.011887166093091,-140.865381745161
18,-6,2.984,-0.0118904129800123,-140.912853722331
18,-6,2.985,-0.0118936595891964,-140.960325816113
18,-6,2.986,-0.0118969059199585,-141.007798026361
18,-6,2.987,-0.0119001519716106,-141.055270352928
18,-6,2.988,-0.0119033977434698,-141.102742795669
18,-6,2.989,-0.0119066432348472,-141.150215354438
18,-6,2.99,-0.0119098884450627,-141.197688029088
18,-6,2.991,-0.0119131333734187,-141.245160819473
18,-6,2.992,-0.0119163780192381,-141.292633725447
18,-6,2.993,-0.0119196223818291,-141.340106746863
18,-6,2.994,-0.0119228664605077,-141.387579883574
18,-6,2.995,-0.0119261102545822,-141.435053135434
18,-6,2.996,-0.0119293537633705,-141.482526502296
18,-6,2.997,-0.011932596986179,-141.529999984013
18,-6,2.998,-0.0119358399223236,-141.577473580438
18,-6,2.999,-0.0119390825711097,-141.624947291425
18,-6,3,-0.0119423249318582,-141.672421116826
18,-6,3.001,-0.0119455670038725,-141.719895056494
18,-6,3.002,-0.0119488087864696,-141.767369110282
18,-6,3.003,-0.0119520502789576,-141.814843278043
18,-6,3.004,-0.0119552914806449,-141.862317559629
18,-6,3.005,-0.0119585323908446,-141.909791954893
18,-6,3.006,-0.0119617730088698,-141.957266463687
18,-6,3.007,-0.0119650133340209,-142.004741085863
18,-6,3.008,-0.0119682533656189,-142.052215821275
18,-6,3.009,-0.0119714931029691,-142.099690669774
18,-6,3.01,-0.0119747325453768,-142.147165631212
18,-6,3.011,-0.0119779716921589,-142.194640705442
18,-6,3.012,-0.0119812105426152,-142.242115892315
18,-6,3.013,-0.0119844490960653,-142.289591191684
18,-6,3.014,-0.0119876873518099,-142.337066603399
18,-6,3.015,-0.01199092530916,-142.384542127314
18,-6,3.016,-0.011994162967423,-142.43201776328
18,-6,3.017,-0.0119974003259052,-142.479493511147
18,-6,3.018,-0.0120006373839187,-142.526969370769
18,-6,3.019,-0.0120038741407708,-142.574445341996
18,-6,3.02,-0.012007110595764,-142.621921424679
18,-6,3.021,-0.0120103467482103,-142.669397618671
18,-6,3.022,-0.0120135825974151,-142.716873923822
18,-6,3.023,-0.0120168181426847,-142.764350339983
18,-6,3.024,-0.0120200533833235,-142.811826867006
18,-6,3.025,-0.0120232883186466,-142.859303504741
18,-6,3.026,-0.0120265229479495,-142.90678025304
18,-6,3.027,-0.0120297572705454,-142.954257111753
18,-6,3.028,-0.0120329912857357,-143.001734080731
18,-6,3.029,-0.0120362249928307,-143.049211159825
18,-6,3.03,-0.0120394583911317,-143.096688348885
18,-6,3.031,-0.0120426914799442,-143.144165647762
18,-6,3.032,-0.0120459242585764,-143.191643056307
18,-6,3.033,-0.0120491567263326,-143.239120574369
18,-6,3.034,-0.0120523888825144,-143.2865982018
18,-6,3.035,-0.012055620726428,-143.334075938449
18,-6,3.036,-0.0120588522573787,-143.381553784166
18,-6,3.037,-0.012062083474673,-143.429031738803
18,-6,3.038,-0.0120653143776063,-143.476509802208
18,-6,3.039,-0.0120685449654919,-143.523987974231
18,-6,3.04,-0.0120717752376292,-143.571466254724
18,-6,3.041,-0.0120750051933207,-143.618944643534
18,-6,3.042,-0.0120782348318707,-143.666423140513
18,-6,3.043,-0.0120814641525846,-143.71390174551
18,-6,3.044,-0.0120846931547571,-143.761380458374
18,-6,3.045,-0.0120879218377051,-143.808859278954
18,-6,3.046,-0.0120911502007174,-143.856338207102
18,-6,3.047,-0.0120943782431014,-143.903817242664
18,-6,3.048,-0.0120976059641605,-143.951296385492
18,-6,3.049,-0.0121008333631961,-143.998775635434
18,-6,3.05,-0.0121040604395087,-144.04625499234
18,-6,3.051,-0.0121072871924046,-144.093734456057
18,-6,3.052,-0.0121105136211775,-144.141214026437
18,-6,3.053,-0.0121137397251308,-144.188693703326
18,-6,3.054,-0.0121169655035698,-144.236173486575
18,-6,3.055,-0.012120190955797,-144.283653376032
18,-6,3.056,-0.0121234160811003,-144.331133371545
18,-6,3.057,-0.0121266408787947,-144.378613472964
18,-6,3.058,-0.0121298653481738,-144.426093680137
18,-6,3.059,-0.0121330894885391,-144.473573992912
18,-6,3.06,-0.0121363132991874,-144.521054411138
18,-6,3.061,-0.0121395367794247,-144.568534934663
18,-6,3.062,-0.0121427599285459,-144.616015563336
18,-6,3.063,-0.0121459827458542,-144.663496297005
18,-6,3.064,-0.0121492052306454,-144.710977135517
18,-6,3.065,-0.0121524273822209,-144.758458078721
18,-6,3.066,-0.0121556491998764,-144.805939126465
18,-6,3.067,-0.0121588706829151,-144.853420278597
18,-6,3.068,-0.0121620918306329,-144.900901534965
18,-6,3.069,-0.0121653126423281,-144.948382895416
18,-6,3.07,-0.0121685331173042,-144.995864359799
18,-6,3.071,-0.0121717532548539,-145.04334592796
18,-6,3.072,-0.0121749730542749,-145.090827599747
18,-6,3.073,-0.0121781925148675,-145.138309375009
18,-6,3.074,-0.0121814116359293,-145.185791253592
18,-6,3.075,-0.0121846304167551,-145.233273235344
18,-6,3.076,-0.0121878488566453,-145.280755320111
18,-6,3.077,-0.0121910669548993,-145.328237507742
18,-6,3.078,-0.0121942847108061,-145.375719798084
18,-6,3.079,-0.0121975021236681,-145.423202190983
18,-6,3.08,-0.0122007191927819,-145.470684686286
18,-6,3.081,-0.012203935917443,-145.518167283841
18,-6,3.082,-0.0122071522969491,-145.565649983495
18,-6,3.083,-0.0122103683305929,-145.613132785093
18,-6,3.084,-0.0122135840176768,-145.660615688483
18,-6,3.085,-0.0122167993574916,-145.708098693512
18,-6,3.086,-0.0122200143493319,-145.755581800027
18,-6,3.087,-0.0122232289924992,-145.803065007873
18,-6,3.088,-0.0122264432862834,-145.850548316897
18,-6,3.089,-0.0122296572299838,-145.898031726945
18,-6,3.09,-0.0122328708228913,-145.945515237865
18,-6,3.091,-0.0122360840643054,-145.992998849502
18,-6,3.092,-0.0122392969535179,-146.040482561702
18,-6,3.093,-0.0122425094898233,-146.087966374312
18,-6,3.094,-0.0122457216725203,-146.135450287178
18,-6,3.095,-0.0122489335008948,-146.182934300145
18,-6,3.096,-0.0122521449742501,-146.23041841306
18,-6,3.097,-0.0122553560918731,-146.277902625768
18,-6,3.098,-0.0122585668530653,-146.325386938115
18,-6,3.099,-0.0122617772571136,-146.372871349947
18,-6,3.1,-0.0122649873033165,-146.42035586111
18,-6,3.101,-0.0122681969909629,-146.467840471449
18,-6,3.102,-0.0122714063193484,-146.51532518081
18,-6,3.103,-0.0122746152877695,-146.562809989038
18,-6,3.104,-0.0122778238955131,-146.610294895978
18,-6,3.105,-0.012281032141874,-146.657779901476
18,-6,3.106,-0.0122842400261487,-146.705265005378
18,-6,3.107,-0.0122874475476241,-146.752750207528
18,-6,3.108,-0.0122906547055977,-146.800235507771
18,-6,3.109,-0.0122938614993585,-146.847720905953
18,-6,3.11,-0.0122970679282019,-146.895206401919
18,-6,3.111,-0.012300273991413,-146.942691995513
18,-6,3.112,-0.0123034796882932,-146.990177686581
18,-6,3.113,-0.0123066850181275,-147.037663474967
18,-6,3.114,-0.0123098899802095,-147.085149360515
18,-6,3.115,-0.0123130945738319,-147.132635343072
18,-6,3.116,-0.0123162987982855,-147.18012142248
18,-6,3.117,-0.0123195026528582,-147.227607598586
18,-6,3.118,-0.0123227061368446,-147.275093871232
18,-6,3.119,-0.0123259092495355,-147.322580240264
18,-6,3.12,-0.0123291119902197,-147.370066705527
18,-6,3.121,-0.012332314358189,-147.417553266864
18,-6,3.122,-0.0123355163527369,-147.465039924119
18,-6,3.123,-0.0123387179731466,-147.512526677137
18,-6,3.124,-0.0123419192187165,-147.560013525762
18,-6,3.125,-0.0123451200887307,-147.607500469837
18,-6,3.126,-0.0123483205824808,-147.654987509208
18,-6,3.127,-0.0123515206992557,-147.702474643717
18,-6,3.128,-0.0123547204383501,-147.749961873209
18,-6,3.129,-0.0123579197990478,-147.797449197528
18,-6,3.13,-0.0123611187806416,-147.844936616516
18,-6,3.131,-0.0123643173824175,-147.892424130019
18,-6,3.132,-0.01236751560367,-147.939911737878
18,-6,3.133,-0.0123707134436783,-147.987399439939
18,-6,3.134,-0.0123739109017438,-148.034887236044
18,-6,3.135,-0.0123771079771476,-148.082375126036
18,-6,3.136,-0.0123803046691824,-148.12986310976
18,-6,3.137,-0.0123835009771292,-148.177351187059
18,-6,3.138,-0.0123866969002875,-148.224839357775
18,-6,3.139,-0.0123898924379365,-148.272327621751
18,-6,3.14,-0.0123930875893697,-148.319815978832
18,-6,3.141,-0.0123962823538722,-148.36730442886
18,-6,3.142,-0.0123994767307348,-148.414792971677
18,-6,3.143,-0.0124026707192412,-148.462281607128
18,-6,3.144,-0.0124058643186815,-148.509770335054
18,-6,3.145,-0.0124090575283414,-148.557259155299
18,-6,3.146,-0.0124122503475137,-148.604748067705
18,-6,3.147,-0.0124154427754804,-148.652237072114
18,-6,3.148,-0.0124186348115283,-148.699726168371
18,-6,3.149,-0.0124218264549492,-148.747215356316
18,-6,3.15,-0.0124250177050242,-148.794704635793
18,-6,3.151,-0.0124282085610478,-148.842194006644
18,-6,3.152,-0.0124313990222992,-148.889683468712
18,-6,3.153,-0.0124345890880692,-148.937173021838
18,-6,3.154,-0.0124377787576417,-148.984662665865
18,-6,3.155,-0.0124409680303045,-149.032152400635
18,-6,3.156,-0.0124441569053445,-149.07964222599
18,-6,3.157,-0.0124473453820476,-149.127132141773
18,-6,3.158,-0.0124505334596969,-149.174622147825
18,-6,3.159,-0.0124537211375849,-149.222112243989
18,-6,3.16,-0.0124569084149898,-149.269602430106
18,-6,3.161,-0.0124600952912035,-149.317092706017
18,-6,3.162,-0.0124632817655058,-149.364583071566
18,-6,3.163,-0.0124664678371896,-149.412073526593
18,-6,3.164,-0.0124696535055319,-149.45956407094
18,-6,3.165,-0.0124728387698236,-149.50705470445
18,-6,3.166,-0.0124760236293457,-149.554545426962
18,-6,3.167,-0.0124792080833888,-149.60203623832
18,-6,3.168,-0.0124823921312323,-149.649527138364
18,-6,3.169,-0.0124855757721666,-149.697018126935
18,-6,3.17,-0.0124887590054721,-149.744509203875
18,-6,3.171,-0.0124919418304344,-149.792000369026
18,-6,3.172,-0.0124951242463358,-149.839491622228
18,-6,3.173,-0.0124983062524629,-149.886982963323
18,-6,3.174,-0.0125014878481037,-149.934474392151
18,-6,3.175,-0.0125046690325363,-149.981965908554
18,-6,3.176,-0.0125078498050484,-150.029457512373
18,-6,3.177,-0.0125110301649222,-150.076949203448
18,-6,3.178,-0.0125142101114406,-150.124440981621
18,-6,3.179,-0.0125173896438905,-150.171932846732
18,-6,3.18,-0.0125205687615567,-150.219424798622
18,-6,3.181,-0.0125237474637145,-150.266916837132
18,-6,3.182,-0.0125269257496566,-150.314408962101
18,-6,3.183,-0.0125301036186631,-150.361901173372
18,-6,3.184,-0.0125332810700149,-150.409393470785
18,-6,3.185,-0.012536458102998,-150.456885854179
18,-6,3.186,-0.0125396347168914,-150.504378323395
18,-6,3.187,-0.0125428109109859,-150.551870878274
18,-6,3.188,-0.0125459866845578,-150.599363518656
18,-6,3.189,-0.0125491620368947,-150.646856244382
18,-6,3.19,-0.0125523369672729,-150.69434905529
18,-6,3.191,-0.0125555114749792,-150.741841951222
18,-6,3.192,-0.0125586855592976,-150.789334932018
18,-6,3.193,-0.0125618592195052,-150.836827997518
18,-6,3.194,-0.0125650324548899,-150.884321147561
18,-6,3.195,-0.0125682052647288,-150.931814381987
18,-6,3.196,-0.0125713776483107,-150.979307700637
18,-6,3.197,-0.0125745496049108,-151.02680110335
18,-6,3.198,-0.0125777211338139,-151.074294589966
18,-6,3.199,-0.0125808922343032,-151.121788160325
18,-6,3.2,-0.0125840629056576,-151.169281814265
18,-2,2.4,-0.0127301487971438,-136.380580177874
18,-2,2.401,-0.0127343900734463,-136.437696601837
18,-2,2.402,-0.012738630915251,-136.494813221937
18,-2,2.403,-0.0127428713217711,-136.551930037958
18,-2,2.404,-0.0127471112922169,-136.609047049685
18,-2,2.405,-0.0127513508258066,-136.666164256903
18,-2,2.406,-0.0127555899217475,-136.723281659394
18,-2,2.407,-0.0127598285792471,-136.780399256942
18,-2,2.408,-0.0127640667975187,-136.837517049332
18,-2,2.409,-0.0127683045757648,-136.894635036346
18,-2,2.41,-0.0127725419131968,-136.951753217768
18,-2,2.411,-0.0127767788090153,-137.00887159338
18,-2,2.412,-0.0127810152624269,-137.065990162966
18,-2,2.413,-0.0127852512726351,-137.123108926307
18,-2,2.414,-0.0127894868388415,-137.180227883187
18,-2,2.415,-0.0127937219602449,-137.237347033386
18,-2,2.416,-0.012797956636046,-137.294466376687
18,-2,2.417,-0.0128021908654425,-137.351585912872
18,-2,2.418,-0.0128064246476332,-137.408705641723
18,-2,2.419,-0.0128106579818091,-137.465825563019
18,-2,2.42,-0.0128148908671708,-137.522945676544
18,-2,2.421,-0.0128191233029094,-137.580065982076
18,-2,2.422,-0.0128233552882178,-137.637186479398
18,-2,2.423,-0.012827586822287,-137.69430716829
18,-2,2.424,-0.0128318179043061,-137.751428048531
18,-2,2.425,-0.012836048533466,-137.808549119903
18,-2,2.426,-0.0128402787089521,-137.865670382184
18,-2,2.427,-0.0128445084299552,-137.922791835155
18,-2,2.428,-0.0128487376956558,-137.979913478595
18,-2,2.429,-0.012852966505241,-138.037035312283
18,-2,2.43,-0.0128571948578931,-138.094157335999
18,-2,2.431,-0.0128614227527954,-138.151279549521
18,-2,2.432,-0.0128656501891263,-138.208401952628
18,-2,2.433,-0.0128698771660681,-138.265524545099
18,-2,2.434,-0.0128741036827953,-138.322647326712
18,-2,2.435,-0.0128783297384913,-138.379770297244
18,-2,2.436,-0.0128825553323258,-138.436893456474
18,-2,2.437,-0.0128867804634781,-138.49401680418
18,-2,2.438,-0.01289100513112,-138.551140340139
18,-2,2.439,-0.012895229334425,-138.608264064129
18,-2,2.44,-0.0128994530725648,-138.665387975926
18,-2,2.441,-0.0129036763447082,-138.722512075307
18,-2,2.442,-0.0129078991500249,-138.77963636205
18,-2,2.443,-0.0129121214876836,-138.836760835931
18,-2,2.444,-0.0129163433568513,-138.893885496726
18,-2,2.445,-0.0129205647566937,-138.951010344211
18,-2,2.446,-0.0129247856863738,-139.008135378162
18,-2,2.447,-0.0129290061450565,-139.065260598356
18,-2,2.448,-0.0129332261319047,-139.122386004567
18,-2,2.449,-0.0129374456460748,-139.179511596571
18,-2,2.45,-0.0129416646867334,-139.236637374144
18,-2,2.451,-0.0129458832530349,-139.29376333706
18,-2,2.452,-0.0129501013441403,-139.350889485094
18,-2,2.453,-0.0129543189592028,-139.408015818021
18,-2,2.454,-0.0129585360973777,-139.465142335615
18,-2,2.455,-0.0129627527578222,-139.52226903765
18,-2,2.456,-0.0129669689396876,-139.579395923901
18,-2,2.457,-0.0129711846421272,-139.636522994142
18,-2,2.458,-0.0129753998642904,-139.693650248146
18,-2,2.459,-0.0129796146053247,-139.750777685686
18,-2,2.46,-0.0129838288643872,-139.807905306537
18,-2,2.461,-0.0129880426406169,-139.86503311047
18,-2,2.462,-0.0129922559331639,-139.92216109726
18,-2,2.463,-0.0129964687411711,-139.979289266679
18,-2,2.464,-0.0130006810637888,-140.036417618499
18,-2,2.465,-0.0130048929001528,-140.093546152493
18,-2,2.466,-0.0130091042494087,-140.150674868432
18,-2,2.467,-0.0130133151106992,-140.207803766091
18,-2,2.468,-0.0130175254831611,-140.264932845239
18,-2,2.469,-0.013021735365938,-140.322062105648
18,-2,2.47,-0.0130259447581611,-140.379191547091
18,-2,2.471,-0.0130301536589709,-140.436321169338
18,-2,2.472,-0.0130343620675053,-140.493450972161
18,-2,2.473,-0.0130385699828954,-140.55058095533
18,-2,2.474,-0.0130427774042732,-140.607711118617
18,-2,2.475,-0.0130469843307794,-140.664841461791
18,-2,2.476,-0.0130511907615401,-140.721971984623
18,-2,2.477,-0.0130553966956827,-140.779102686884
18,-2,2.478,-0.0130596021323458,-140.836233568344
18,-2,2.479,-0.0130638070706479,-140.893364628772
18,-2,2.48,-0.0130680115097249,-140.950495867937
