"cs_high [mm]","dis [mm]","Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
18,2,3.163,-0.0181492387953631,153.242912249509
18,2,3.164,-0.0181527283861821,153.177507561796
18,2,3.165,-0.0181562160587282,153.112103025302
18,2,3.166,-0.0181597018156506,153.046698639346
18,2,3.167,-0.018163185659621,152.981294403252
18,2,3.168,-0.0181666675933543,152.91589031635
18,2,3.169,-0.0181701476196141,152.850486377975
18,2,3.17,-0.0181736257411781,152.78508258747
18,2,3.171,-0.0181771019608823,152.719678944183
18,2,3.172,-0.0181805762815886,152.654275447467
18,2,3.173,-0.0181840487062025,152.58887209668
18,2,3.174,-0.01818751923767,152.523468891187
18,2,3.175,-0.0181909878789624,152.458065830359
18,2,3.176,-0.0181944546331059,152.392662913569
18,2,3.177,-0.0181979195031538,152.327260140199
18,2,3.178,-0.018201382492201,152.261857509635
18,2,3.179,-0.018204843603384,152.196455021266
18,2,3.18,-0.0182083028398722,152.13105267449
18,2,3.181,-0.0182117602048811,152.065650468706
18,2,3.182,-0.0182152157016614,152.000248403322
18,2,3.183,-0.0182186693335042,151.934846477746
18,2,3.184,-0.0182221211037352,151.869444691395
18,2,3.185,-0.0182255710157288,151.80404304369
18,2,3.186,-0.018229019072891,151.738641534053
18,2,3.187,-0.0182324652786744,151.673240161916
18,2,3.188,-0.0182359096365672,151.607838926712
18,2,3.189,-0.0182393521501012,151.542437827878
18,2,3.19,-0.018242792822841,151.477036864859
18,2,3.191,-0.0182462316583986,151.411636037101
18,2,3.192,-0.0182496686604294,151.346235344055
18,2,3.193,-0.0182531038326238,151.280834785176
18,2,3.194,-0.0182565371787097,151.215434359925
18,2,3.195,-0.0182599687024672,151.150034067765
18,2,3.196,-0.0182633984077133,151.084633908165
18,2,3.197,-0.0182668262982967,151.019233880595
18,2,3.198,-0.0182702523781203,150.953833984531
18,2,3.199,-0.0182736766511237,150.888434219454
18,2,3.2,-0.018277099121293,150.823034584845
18,6,2.4,-0.0165844699692196,-169.910647872546
18,6,2.401,-0.0165896847279852,-169.982300183647
18,6,2.402,-0.016594896945574,-170.053954675484
18,6,2.403,-0.016600106640553,-170.125611359556
18,6,2.404,-0.016605313831478,-170.197270247476
18,6,2.405,-0.0166105185368911,-170.268931350977
18,6,2.406,-0.016615720775321,-170.340594681911
18,6,2.407,-0.0166209205652867,-170.412260252253
18,6,2.408,-0.0166261179252968,-170.483928074101
18,6,2.409,-0.0166313128738432,-170.555598159677
18,6,2.41,-0.0166365054294105,-170.627270521329
18,6,2.411,-0.0166416956104831,-170.698945171536
18,6,2.412,-0.0166468834355224,-170.770622122904
18,6,2.413,-0.0166520689229993,-170.842301388172
18,6,2.414,-0.0166572520913637,-170.913982980212
18,6,2.415,-0.0166624329590645,-170.985666912031
18,6,2.416,-0.0166676115445487,-171.057353196774
18,6,2.417,-0.0166727878662596,-171.129041847721
18,6,2.418,-0.0166779619426383,-171.200732878298
18,6,2.419,-0.0166831337921157,-171.27242630207
18,6,2.42,-0.0166883034331311,-171.344122132746
18,6,2.421,-0.0166934708841204,-171.415820384184
18,6,2.422,-0.016698636163521,-171.487521070387
18,6,2.423,-0.0167037992897707,-171.559224205512
18,6,2.424,-0.016708960281312,-171.630929803865
18,6,2.425,-0.0167141191565894,-171.702637879908
18,6,2.426,-0.0167192759340582,-171.774348448261
18,6,2.427,-0.0167244306321697,-171.846061523699
18,6,2.428,-0.0167295832693946,-171.917777121161
18,6,2.429,-0.016734733864201,-171.989495255749
18,6,2.43,-0.0167398824350759,-172.061215942728
18,6,2.431,-0.0167450290005136,-172.132939197534
18,6,2.432,-0.0167501735790149,-172.204665035769
18,6,2.433,-0.0167553161891038,-172.276393473211
18,6,2.434,-0.0167604568493134,-172.348124525811
18,6,2.435,-0.0167655955781938,-172.419858209698
18,6,2.436,-0.0167707323943099,-172.49159454118
18,6,2.437,-0.0167758673162487,-172.563333536747
18,6,2.438,-0.0167810003626179,-172.635075213076
18,6,2.439,-0.0167861315520411,-172.706819587028
18,6,2.44,-0.0167912609031676,-172.778566675657
18,6,2.441,-0.0167963884346744,-172.850316496209
18,6,2.442,-0.0168015141652609,-172.922069066125
18,6,2.443,-0.0168066381136547,-172.993824403046
18,6,2.444,-0.0168117602986102,-173.065582524812
18,6,2.445,-0.0168168807389112,-173.137343449469
18,6,2.446,-0.0168219994533827,-173.209107195269
18,6,2.447,-0.0168271164608713,-173.280873780676
18,6,2.448,-0.0168322317802699,-173.352643224365
18,6,2.449,-0.0168373454304995,-173.424415545228
18,6,2.45,-0.0168424574305255,-173.496190762378
18,6,2.451,-0.0168475677993511,-173.567968895149
18,6,2.452,-0.0168526765560289,-173.639749963101
18,6,2.453,-0.0168577837196443,-173.711533986024
18,6,2.454,-0.0168628893093388,-173.783320983942
18,6,2.455,-0.0168679933443003,-173.855110977113
18,6,2.456,-0.016873095843766,-173.926903986035
18,6,2.457,-0.0168781968270197,-173.998700031452
18,6,2.458,-0.0168832963134136,-174.070499134351
18,6,2.459,-0.0168883943223456,-174.142301315973
18,6,2.46,-0.0168934908732762,-174.214106597813
18,6,2.461,-0.0168985859857232,-174.285915001622
18,6,2.462,-0.0169036796792738,-174.357726549416
18,6,2.463,-0.0169087719735791,-174.429541263477
18,6,2.464,-0.016913862888358,-174.501359166355
18,6,2.465,-0.0169189524433979,-174.573180280877
18,6,2.466,-0.0169240406585635,-174.645004630149
18,6,2.467,-0.0169291275537892,-174.716832237558
18,6,2.468,-0.0169342131490936,-174.788663126779
18,6,2.469,-0.0169392974645744,-174.860497321781
18,6,2.47,-0.0169443805204107,-174.932334846826
18,6,2.471,-0.0169494623368684,-175.004175726481
18,6,2.472,-0.0169545429343091,-175.076019985615
18,6,2.473,-0.0169596223331769,-175.14786764941
18,6,2.474,-0.0169647005540151,-175.219718743362
18,6,2.475,-0.0169697776174697,-175.291573293291
18,6,2.476,-0.0169748535442822,-175.363431325338
18,6,2.477,-0.0169799283553007,-175.435292865977
18,6,2.478,-0.0169850020714783,-175.507157942019
18,6,2.479,-0.0169900747138836,-175.579026580614
18,6,2.48,-0.0169951463036968,-175.650898809262
18,6,2.481,-0.0170002168622146,-175.722774655814
18,6,2.482,-0.0170052864108629,-175.794654148478
18,6,2.483,-0.0170103549711798,-175.866537315829
18,6,2.484,-0.0170154225648446,-175.93842418681
18,6,2.485,-0.0170204892136622,-176.010314790741
18,6,2.486,-0.0170255549395747,-176.082209157324
18,6,2.487,-0.0170306197646644,-176.15410731665
18,6,2.488,-0.0170356837111606,-176.226009299203
18,6,2.489,-0.0170407468014394,-176.297915135872
18,6,2.49,-0.0170458090580316,-176.369824857952
18,6,2.491,-0.0170508705036217,-176.441738497153
18,6,2.492,-0.0170559311610595,-176.513656085609
18,6,2.493,-0.0170609910533579,-176.58557765588
18,6,2.494,-0.0170660502037013,-176.657503240965
18,6,2.495,-0.0170711086354535,-176.729432874305
18,6,2.496,-0.0170761663721554,-176.801366589794
18,6,2.497,-0.0170812234375334,-176.873304421784
18,6,2.498,-0.0170862798555061,-176.945246405093
18,6,2.499,-0.0170913356501866,-177.017192575015
18,6,2.5,-0.0170963908458908,-177.089142967326
18,6,2.501,-0.0171014454671387,-177.161097618295
18,6,2.502,-0.0171064995386646,-177.23305656469
18,6,2.503,-0.0171115530854243,-177.305019843786
18,6,2.504,-0.017116606132594,-177.376987493377
18,6,2.505,-0.017121658705575,-177.448959551785
18,6,2.506,-0.017126710830015,-177.520936057863
18,6,2.507,-0.0171317625318015,-177.592917051015
18,6,2.508,-0.0171368138370636,-177.664902571195
18,6,2.509,-0.017141864772198,-177.736892658925
18,6,2.51,-0.0171469153638538,-177.8088873553
18,6,2.511,-0.0171519656389584,-177.880886702
18,6,2.512,-0.0171570156247067,-177.952890741303
18,6,2.513,-0.0171620653485858,-178.02489951609
18,6,2.514,-0.0171671148383706,-178.096913069861
18,6,2.515,-0.0171721641221366,-178.168931446745
18,6,2.516,-0.0171772132282676,-178.24095469151
18,6,2.517,-0.0171822621854614,-178.312982849576
18,6,2.518,-0.0171873110227369,-178.385015967026
18,6,2.519,-0.017192359769452,-178.457054090621
18,6,2.52,-0.017197408455301,-178.529097267807
18,6,2.521,-0.017202457110328,-178.601145546735
18,6,2.522,-0.0172075057649367,-178.673198976266
18,6,2.523,-0.0172125544499018,-178.745257605993
18,6,2.524,-0.017217603196375,-178.817321486247
18,6,2.525,-0.0172226520358954,-178.889390668116
18,6,2.526,-0.0172277010004044,-178.961465203457
18,6,2.527,-0.0172327501222412,-179.033545144911
18,6,2.528,-0.0172377994341821,-179.105630545917
18,6,2.529,-0.0172428489694189,-179.177721460731
18,6,2.53,-0.0172478987615956,-179.249817944438
18,6,2.531,-0.0172529488447999,-179.321920052967
18,6,2.532,-0.0172579992535957,-179.394027843113
18,6,2.533,-0.0172630500230198,-179.466141372547
18,6,2.534,-0.0172681011885968,-179.538260699839
18,6,2.535,-0.0172731527863579,-179.610385884471
18,6,2.536,-0.0172782048528529,-179.682516986857
18,6,2.537,-0.017283257425154,-179.754654068364
18,6,2.538,-0.0172883105408904,-179.826797191325
18,6,2.539,-0.017293364238235,-179.898946419063
18,6,2.54,-0.0172984185559488,-179.971101815908
18,6,2.541,-0.017303473533367,179.956736552779
18,6,2.542,-0.0173085292104424,179.88456862059
18,6,2.543,-0.0173135856277346,179.812394320045
18,6,2.544,-0.0173186428264565,179.740213582575
18,6,2.545,-0.0173237008484578,179.668026338491
18,6,2.546,-0.0173287597362678,179.595832516973
18,6,2.547,-0.0173338195331085,179.523632046034
18,6,2.548,-0.0173388802829016,179.451424852508
18,6,2.549,-0.0173439420303002,179.379210862017
18,6,2.55,-0.0173490048207039,179.306989998947
18,6,2.551,-0.0173540687002686,179.234762186427
18,6,2.552,-0.0173591337159514,179.162527346297
18,6,2.553,-0.0173641999155135,179.090285399084
18,6,2.554,-0.0173692673475356,179.018036263973
18,6,2.555,-0.0173743360614662,178.94577985878
18,6,2.556,-0.0173794061076167,178.87351609992
18,6,2.557,-0.0173844775372081,178.801244902378
18,6,2.558,-0.0173895504023763,178.72896617968
18,6,2.559,-0.0173946247562169,178.656679843859
18,6,2.56,-0.0173997006527872,178.584385805424
18,6,2.561,-0.0174047781471619,178.512083973328
18,6,2.562,-0.0174098572954403,178.439774254928
18,6,2.563,-0.0174149381547708,178.367456555958
18,6,2.564,-0.0174200207834059,178.295130780488
18,6,2.565,-0.0174251052407043,178.222796830887
18,6,2.566,-0.0174301915871814,178.150454607787
18,6,2.567,-0.0174352798845251,178.078104010043
18,6,2.568,-0.0174403701956553,178.005744934694
18,6,2.569,-0.0174454625847209,177.93337727692
18,6,2.57,-0.0174505571171672,177.861000930001
18,6,2.571,-0.0174556538597602,177.788615785273
18,6,2.572,-0.0174607528806169,177.716221732086
18,6,2.573,-0.0174658542492606,177.643818657754
18,6,2.574,-0.0174709580366494,177.57140644751
18,6,2.575,-0.0174760643152115,177.498984984458
18,6,2.576,-0.0174811731589096,177.426554149524
18,6,2.577,-0.0174862846432623,177.354113821401
18,6,2.578,-0.0174913988453981,177.2816638765
18,6,2.579,-0.0174965158441126,177.209204188897
18,6,2.58,-0.0175016357198955,177.136734630271
18,6,2.581,-0.017506758555003,177.064255069856
18,6,2.582,-0.0175118844334886,176.991765374372
18,6,2.583,-0.0175170134412771,176.919265407972
18,6,2.584,-0.0175221456662004,176.846755032177
18,6,2.585,-0.017527281198072,176.774234105812
18,6,2.586,-0.0175324201287363,176.701702484938
18,6,2.587,-0.0175375625521264,176.629160022787
18,6,2.588,-0.0175427085643351,176.55660656969
18,6,2.589,-0.0175478582636854,176.484041973006
18,6,2.59,-0.0175530117507727,176.411466077044
18,6,2.591,-0.0175581691285712,176.338878722993
18,6,2.592,-0.0175633305024712,176.266279748838
18,6,2.593,-0.0175684959803825,176.19366898928
18,6,2.594,-0.0175736656727882,176.121046275652
18,6,2.595,-0.0175788396928473,176.048411435832
18,6,2.596,-0.0175840181564605,175.975764294158
18,6,2.597,-0.0175892011823619,175.903104671329
18,6,2.598,-0.0175943888922106,175.830432384316
18,6,2.599,-0.0175995814106842,175.757747246262
18,6,2.6,-0.0176047788655716,175.685049066384
18,6,2.601,-0.0176099813878692,175.612337649862
18,6,2.602,-0.0176151891118922,175.539612797741
18,6,2.603,-0.0176204021753716,175.466874306813
18,6,2.604,-0.0176256207195755,175.394121969506
18,6,2.605,-0.0176308448894221,175.321355573764
18,6,2.606,-0.0176360748335829,175.248574902929
18,6,2.607,-0.0176413107046307,175.17577973561
18,6,2.608,-0.0176465526591585,175.102969845556
18,6,2.609,-0.017651800857905,175.030145001521
18,6,2.61,-0.0176570554658987,174.957304967126
18,6,2.611,-0.0176623166526087,174.884449500712
18,6,2.612,-0.0176675845920854,174.811578355197
18,6,2.613,-0.0176728594631235,174.738691277918
18,6,2.614,-0.0176781414494123,174.665788010475
18,6,2.615,-0.0176834307397118,174.592868288565
18,6,2.616,-0.0176887275280321,174.519931841815
18,6,2.617,-0.0176940320138,174.446978393603
18,6,2.618,-0.0176993444020658,174.374007660879
18,6,2.619,-0.0177046649036858,174.301019353974
18,6,2.62,-0.0177099937355346,174.228013176409
18,6,2.621,-0.0177153311207156,174.15498882469
18,6,2.622,-0.0177206772887806,174.081945988101
18,6,2.623,-0.0177260324759726,174.008884348485
18,6,2.624,-0.0177313969254454,173.935803580023
18,6,2.625,-0.0177367708875319,173.862703349
18,6,2.626,-0.0177421546200053,173.789583313562
18,6,2.627,-0.0177475483883399,173.716443123472
18,6,2.628,-0.0177529524660037,173.643282419842
18,6,2.629,-0.0177583671347616,173.570100834873
18,6,2.63,-0.0177637926849633,173.496897991571
18,6,2.631,-0.0177692294158922,173.423673503459
18,6,2.632,-0.0177746776360855,173.350426974275
18,6,2.633,-0.0177801376636915,173.277157997663
18,6,2.634,-0.0177856098268388,173.203866156848
18,6,2.635,-0.017791094464019,173.130551024297
18,6,2.636,-0.0177965919244862,173.057212161374
18,6,2.637,-0.0178021025686823,172.983849117971
18,6,2.638,-0.0178076267686682,172.910461432136
18,6,2.639,-0.017813164908599,172.837048629676
18,6,2.64,-0.0178187173851775,172.763610223751
18,6,2.641,-0.0178242846081876,172.690145714446
18,6,2.642,-0.0178298670010014,172.616654588334
18,6,2.643,-0.0178354650011342,172.543136318011
18,6,2.644,-0.0178410790608271,172.469590361617
18,6,2.645,-0.0178467096476513,172.396016162341
18,6,2.646,-0.0178523572451385,172.322413147897
18,6,2.647,-0.0178580223534532,172.248780729984
18,6,2.648,-0.0178637054900806,172.17511830372
18,6,2.649,-0.0178694071905771,172.101425247055
18,6,2.65,-0.017875128009322,172.027700920157
18,6,2.651,-0.017880868520336,171.953944664769
18,6,2.652,-0.017886629318124,171.880155803543
18,6,2.653,-0.0178924110185671,171.806333639342
18,6,2.654,-0.0178982142598712,171.732477454509
18,6,2.655,-0.0179040397035334,171.658586510111
18,6,2.656,-0.0179098880353961,171.584660045139
18,6,2.657,-0.0179157599667275,171.510697275676
18,6,2.658,-0.0179216562353758,171.436697394035
18,6,2.659,-0.0179275776069806,171.362659567844
18,6,2.66,-0.0179335248762392,171.288582939096
18,6,2.661,-0.0179394988682653,171.214466623157
18,6,2.662,-0.0179455004399875,171.140309707721
18,6,2.663,-0.0179515304816584,171.066111251721
18,6,2.664,-0.0179575899184306,170.991870284185
18,6,2.665,-0.0179636797120106,170.917585803036
18,6,2.666,-0.0179698008624321,170.843256773841
18,6,2.667,-0.0179759544099064,170.768882128487
18,6,2.668,-0.0179821414367912,170.694460763803
18,6,2.669,-0.0179883630696639,170.619991540109
18,6,2.67,-0.0179946204815328,170.54547327969
18,6,2.671,-0.0180009148941478,170.470904765194
18,6,2.672,-0.0180072475804791,170.396284737955
18,6,2.673,-0.0180136198673314,170.321611896219
18,6,2.674,-0.0180200331381012,170.246884893286
18,6,2.675,-0.0180264888357294,170.172102335553
18,6,2.676,-0.0180329884658105,170.097262780451
18,6,2.677,-0.0180395335999074,170.022364734276
18,6,2.678,-0.0180461258790716,169.947406649904
18,6,2.679,-0.0180527670175754,169.872386924374
18,6,2.68,-0.018059458806889,169.797303896354
18,6,2.681,-0.0180662031199211,169.722155843451
18,6,2.682,-0.0180730019155089,169.646940979382
18,6,2.683,-0.018079857243233,169.571657450984
18,6,2.684,-0.0180867712485198,169.496303335051
18,6,2.685,-0.0180937461781061,169.420876634992
18,6,2.686,-0.0181007843858576,169.3453752773
18,6,2.687,-0.0181078883389854,169.269797107803
18,6,2.688,-0.0181150606247014,169.194139887712
18,6,2.689,-0.0181223039573047,169.118401289415
18,6,2.69,-0.0181296211858014,169.042578892031
18,6,2.691,-0.0181370153020309,168.96667017669
18,6,2.692,-0.0181444894493915,168.890672521521
18,6,2.693,-0.0181520469321873,168.814583196334
18,6,2.694,-0.0181596912256642,168.738399356963
18,6,2.695,-0.0181674259867666,168.662118039259
18,6,2.696,-0.0181752550657206,168.585736152689
18,6,2.697,-0.0181831825184735,168.509250473532
18,6,2.698,-0.0181912126200825,168.432657637618
18,6,2.699,-0.0181993498791416,168.3559541326
18,6,2.7,-0.0182075990533126,168.279136289699
18,6,2.701,-0.0182159651661009,168.202200274896
18,6,2.702,-0.0182244535249597,168.125142079525
18,6,2.703,-0.0182330697408439,168.047957510207
18,6,2.704,-0.0182418197493638,167.970642178091
18,6,2.705,-0.0182507098336879,167.893191487322
18,6,2.706,-0.0182597466493615,167.815600622696
18,6,2.707,-0.0182689372511958,167.737864536408
18,6,2.708,-0.0182782891224946,167.659977933838
18,6,2.709,-0.0182878102067832,167.581935258273
18,6,2.71,-0.0182975089423347,167.503730674488
18,6,2.711,-0.01830739429976,167.425358051071
18,6,2.712,-0.018317475822985,167.34681094139
18,6,2.713,-0.0183277636739456,167.268082563064
18,6,2.714,-0.0183382686814473,167.189165775822
18,6,2.715,-0.0183490023945626,167.110053057573
18,6,2.716,-0.0183599771411199,167.030736478542
18,6,2.717,-0.018371206091822,166.951207673262
18,6,2.718,-0.0183827033306042,166.871457810237
18,6,2.719,-0.0183944839319919,166.791477559026
18,6,2.72,-0.0184065640461807,166.711257054503
18,6,2.721,-0.018418960992841,166.630785857995
18,6,2.722,-0.0184316933645782,166.550052914984
18,6,2.723,-0.0184447811412828,166.46904650901
18,6,2.724,-0.0184582458166681,166.387754211368
18,6,2.725,-0.0184721105385097,166.306162826148
18,6,2.726,-0.0184864002642991,166.224258330109
18,6,2.727,-0.0185011419343132,166.142025806803
18,6,2.728,-0.0185163646643415,166.05944937431
18,6,2.729,-0.0185320999606596,165.976512105834
18,6,2.73,-0.0185483819602626,165.893195942338
18,6,2.731,-0.018565247699801,165.809481596261
18,6,2.732,-0.0185827374172118,165.725348445241
18,6,2.733,-0.0186008948906529,165.640774414608
18,6,2.734,-0.0186197678201675,165.55573584725
18,6,2.735,-0.0186394082582797,165.470207359223
18,6,2.736,-0.0186598730969302,165.38416167926
18,6,2.737,-0.0186812246192269,165.297569470042
18,6,2.738,-0.0187035311261877,165.210399128771
18,6,2.739,-0.0187268676503036,165.122616564181
18,6,2.74,-0.0187513167699536,165.034184946694
18,6,2.741,-0.0187769695413737,164.945064427843
18,6,2.742,-0.0188039265679171,164.855211824495
18,6,2.743,-0.0188322992303388,164.764580262573
18,6,2.744,-0.01886221110634,164.673118774118
18,6,2.745,-0.0188937996135531,164.580771840384
18,6,2.746,-0.0189272179170124,164.487478872344
18,6,2.747,-0.0189626371510455,164.393173618374
18,6,2.748,-0.0190002490162476,164.297783486928
18,6,2.749,-0.0190402688257782,164.201228769598
18,6,2.75,-0.0190829390921763,164.103421747071
18,6,2.751,-0.019128533767204,164.004265656835
18,6,2.752,-0.0191773632743799,163.903653497049
18,6,2.753,-0.0192297805083359,163.801466635408
18,6,2.754,-0.0192861880194623,163.697573184894
18,6,2.755,-0.0193470466594201,163.591826099509
18,6,2.756,-0.0194128860374514,163.484060932039
18,6,2.757,-0.0194843172345405,163.374093181707
18,6,2.758,-0.0195620483508843,163.261715141491
18,6,2.759,-0.0196469036323146,163.146692131404
18,6,2.76,-0.0197398471499765,163.028757973553
18,6,2.761,-0.0198420123163736,162.907609524752
18,6,2.762,-0.0199547389427741,162.782900029458
18,6,2.763,-0.0200796201246912,162.654230985052
18,6,2.764,-0.020218562053149,162.521142116002
18,6,2.765,-0.0203738609933161,162.383098923405
18,6,2.766,-0.0205483033051108,162.239477097186
18,6,2.767,-0.0207452967435826,162.089542828328
18,6,2.768,-0.0209690447456174,161.932427705559
18,6,2.769,-0.0212247805807916,161.767096375381
18,6,2.77,-0.021519086084672,161.592304409276
18,6,2.771,-0.0218603317999872,161.40654273545
18,6,2.772,-0.022259294425492,161.207963357476
18,6,2.773,-0.0227300381921797,160.994278572691
18,6,2.774,-0.0232911974784352,160.762621967043
18,6,2.775,-0.0239678839088572,160.509353138338
18,6,2.776,-0.0247945913033238,160.229777660609
18,6,2.777,-0.0258197431132702,159.917736044189
18,6,2.778,-0.0271130362859471,159.564984189561
18,6,2.779,-0.0287777344232668,159.160230634481
18,6,2.78,-0.0309721237234546,158.687586421055
18,6,2.781,-0.0339488539889482,158.123962641392
18,6,2.782,-0.0381314666213705,157.434477111847
18,6,2.783,-0.0442744208915484,156.563837148577
18,6,2.784,-0.0538294529620166,155.418894025821
18,6,2.785,-0.0698886211713669,153.829687707726
18,6,2.786,-0.10002859617552,151.450248649151
18,6,2.787,-0.167088562048965,147.454156946929
18,6,2.788,-0.367927988131614,139.28570449418
18,6,2.789,-1.51198075005499,113.996828485663
18,6,2.79,-6.43799859023701,-86.6372896298565
18,6,2.791,-0.734294546883497,-164.37527334471
18,6,2.792,-0.248724725091302,-178.930675419467
18,6,2.793,-0.129190844337952,175.213408860997
18,6,2.794,-0.0830613771016453,172.055501931277
18,6,2.795,-0.0606442251102579,170.069285812831
18,6,2.796,-0.0481118947942061,168.69509654002
18,6,2.797,-0.0404132769435086,167.680282989163
18,6,2.798,-0.0353524490697755,166.89429289028
18,6,2.799,-0.0318513042239134,166.262926483443
18,6,2.8,-0.0293306519133344,165.740913358417
18,6,2.801,-0.0274569331081928,165.299073825361
18,6,2.802,-0.0260271168868835,164.917756784183
18,6,2.803,-0.0249119150233644,164.583245472743
18,6,2.804,-0.0240258479042909,164.285675427093
18,6,2.805,-0.0233105782477205,164.017771257293
18,6,2.806,-0.0227251958722404,163.774049765019
18,6,2.807,-0.0222403283873064,163.550300243736
18,6,2.808,-0.0218344485063156,163.343235668005
18,6,2.809,-0.0214914894736492,163.150252633769
18,6,2.81,-0.0211992647855376,162.969262453859
18,6,2.811,-0.0209483965720519,162.798569965167
18,6,2.812,-0.0207315738380045,162.636785033187
18,6,2.813,-0.0205430294656711,162.48275690633
18,6,2.814,-0.0203781652607354,162.335524821707
18,6,2.815,-0.0202332790331101,162.194280355129
18,6,2.816,-0.0201053631823985,162.058338382089
18,6,2.817,-0.0199919541604667,161.927114436673
18,6,2.818,-0.0198910186424502,161.80010688227
18,6,2.819,-0.0198008665257108,161.676882741924
18,6,2.82,-0.0197200837695063,161.55706634103
18,6,2.821,-0.0196474800701624,161.44033013205
18,6,2.822,-0.0195820477430559,161.326387227378
18,6,2.823,-0.0195229291511652,161.214985280537
18,6,2.824,-0.019469390709704,161.10590143998
18,6,2.825,-0.0194208019928295,160.998938162377
18,6,2.826,-0.0193766188298867,160.89391971932
18,6,2.827,-0.0193363695442397,160.790689267072
18,6,2.828,-0.0192996436846191,160.689106376251
18,6,2.829,-0.0192660827463996,160.589044939383
18,6,2.83,-0.0192353724913632,160.490391390563
18,6,2.831,-0.0192072365589282,160.393043184245
18,6,2.832,-0.0191814311267329,160.296907490184
18,6,2.833,-0.019157740428181,160.201900069541
18,6,2.834,-0.0191359729734221,160.107944303477
18,6,2.835,-0.0191159583504634,160.014970350617
18,6,2.836,-0.0190975445068755,159.922914413894
18,6,2.837,-0.0190805954314147,159.831718100537
18,6,2.838,-0.0190649891696795,159.741327861698
18,6,2.839,-0.0190506161200357,159.651694500379
18,6,2.84,-0.0190373775654446,159.562772738157
18,6,2.841,-0.0190251844046427,159.474520832655
18,6,2.842,-0.0190139560523686,159.386900238967
18,6,2.843,-0.0190036194833656,159.29987530925
18,6,2.844,-0.0189941083991285,159.213413025565
18,6,2.845,-0.0189853624996974,159.12748276174
18,6,2.846,-0.0189773268456639,159.042056070651
18,6,2.847,-0.0189699512978306,158.957106493805
18,6,2.848,-0.0189631900239461,158.872609390553
18,6,2.849,-0.0189570010634603,158.788541784601
18,6,2.85,-0.0189513459426962,158.704882225817
18,6,2.851,-0.0189461893338204,158.621610665577
18,6,2.852,-0.0189414987520304,158.538708344142
18,6,2.853,-0.0189372442861919,158.456157688713
18,6,2.854,-0.0189333983586983,158.373942221018
18,6,2.855,-0.0189299355110281,158.292046473396
18,6,2.856,-0.018926832211936,158.210455912486
18,6,2.857,-0.0189240666855225,158.129156869733
18,6,2.858,-0.018921618756928,158.048136477996
18,6,2.859,-0.0189194697135805,157.967382613659
18,6,2.86,-0.0189176021802513,157.886883843687
18,6,2.861,-0.0189160000063718,157.806629377137
18,6,2.862,-0.0189146481642326,157.726609020709
18,6,2.863,-0.0189135326569317,157.646813137925
18,6,2.864,-0.0189126404349524,157.56723261162
18,6,2.865,-0.018911959320534,157.487858809419
18,6,2.866,-0.0189114779389506,157.408683551933
18,6,2.867,-0.0189111856560293,157.32969908343
18,6,2.868,-0.0189110725212535,157.250898044745
18,6,2.869,-0.0189111292158857,157.172273448257
18,6,2.87,-0.0189113470056228,157.093818654724
18,6,2.871,-0.0189117176973236,157.01552735184
18,6,2.872,-0.0189122335994191,156.937393534347
18,6,2.873,-0.0189128874856701,156.85941148559
18,6,2.874,-0.0189136725619068,156.78157576038
18,6,2.875,-0.0189145824355377,156.703881169066
18,6,2.876,-0.0189156110874973,156.626322762715
18,6,2.877,-0.0189167528464846,156.548895819312
18,6,2.878,-0.0189180023652199,156.471595830898
18,6,2.879,-0.018919354598576,156.394418491574
18,6,2.88,-0.0189208047834097,156.317359686301
18,6,2.881,-0.0189223484199378,156.240415480437
18,6,2.882,-0.0189239812545358,156.163582109959
18,6,2.883,-0.0189256992638222,156.086855972306
18,6,2.884,-0.0189274986399332,156.010233617814
18,6,2.885,-0.0189293757768855,155.933711741686
18,6,2.886,-0.0189313272579167,155.857287176461
18,6,2.887,-0.0189333498437579,155.780956884954
18,6,2.888,-0.0189354404617384,155.704717953622
18,6,2.889,-0.0189375961956526,155.62856758633
18,6,2.89,-0.018939814276342,155.5525030985
18,6,2.891,-0.0189420920729432,155.476521911591
18,6,2.892,-0.0189444270847099,155.40062154792
18,6,2.893,-0.0189468169334166,155.324799625772
18,6,2.894,-0.0189492593562568,155.249053854794
18,6,2.895,-0.0189517521992261,155.173382031656
18,6,2.896,-0.0189542934109375,155.097782035955
18,6,2.897,-0.018956881036848,155.022251826345
18,6,2.898,-0.0189595132138406,154.946789436883
18,6,2.899,-0.0189621881651882,154.871392973582
18,6,2.9,-0.0189649041958105,154.796060611141
18,6,2.901,-0.0189676596878353,154.720790589859
18,6,2.902,-0.0189704530964532,154.645581212714
18,6,2.903,-0.0189732829460089,154.57043084259
18,6,2.904,-0.0189761478263553,154.49533789966
18,6,2.905,-0.0189790463894056,154.420300858892
18,6,2.906,-0.018981977345914,154.345318247702
18,6,2.907,-0.0189849394624387,154.270388643705
18,6,2.908,-0.0189879315584959,154.1955106726
18,6,2.909,-0.0189909525038605,154.12068300615
18,6,2.91,-0.0189940012160624,154.045904360267
18,6,2.911,-0.0189970766579749,153.971173493187
18,6,2.912,-0.019000177835603,153.896489203745
18,6,2.913,-0.0190033037959421,153.821850329722
18,6,2.914,-0.0190064536250016,153.747255746277
18,6,2.915,-0.0190096264459127,153.67270436446
