"dis [mm]","Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
-10,2.763,-0.00948652401134622,-104.04250869342
-10,2.7635,-0.00948821465417144,-104.061431202304
-10,2.764,-0.00948990543152342,-104.080353745267
-10,2.7645,-0.00949159634335013,-104.099276322299
-10,2.765,-0.00949328738962171,-104.118198933393
-10,2.7655,-0.00949497857029287,-104.137121578539
-10,2.766,-0.0094966698853299,-104.156044257728
-10,2.7665,-0.00949836133468846,-104.174966970953
-10,2.767,-0.00950005291833002,-104.193889718204
-10,2.7675,-0.00950174463621605,-104.212812499471
-10,2.768,-0.00950343648830993,-104.231735314747
-10,2.7685,-0.00950512847456444,-104.250658164023
-10,2.769,-0.00950682059494685,-104.26958104729
-10,2.7695,-0.00950851284941474,-104.288503964538
-10,2.77,-0.00951020523792573,-104.30742691576
-10,2.7705,-0.00951189776044802,-104.326349900945
-10,2.771,-0.0095135904169315,-104.345272920087
-10,2.7715,-0.00951528320734439,-104.364195973174
-10,2.772,-0.00951697613164237,-104.3831190602
-10,2.7725,-0.00951866918978785,-104.402042181154
-10,2.773,-0.00952036238173748,-104.420965336028
-10,2.7735,-0.00952205570745657,-104.439888524813
-10,2.774,-0.00952374916689888,-104.458811747501
-10,2.7745,-0.00952544276002778,-104.477735004082
-10,2.775,-0.00952713648680475,-104.496658294547
-10,2.7755,-0.00952883034718449,-104.515581618887
-10,2.776,-0.00953052434113233,-104.534504977095
-10,2.7765,-0.00953221846860103,-104.55342836916
-10,2.777,-0.00953391272955882,-104.572351795074
-10,2.7775,-0.00953560712395751,-104.591275254827
-10,2.778,-0.00953730165176145,-104.610198748412
-10,2.7785,-0.00953899631292632,-104.629122275819
-10,2.779,-0.00954069110741551,-104.648045837038
-10,2.7795,-0.00954238603518662,-104.666969432062
-10,2.78,-0.00954408109619822,-104.685893060881
-10,2.7805,-0.0095457762904108,-104.704816723486
-10,2.781,-0.00954747161778485,-104.723740419869
-10,2.7815,-0.00954916707827607,-104.74266415002
-10,2.782,-0.00955086267184492,-104.76158791393
-10,2.7825,-0.00955255839845289,-104.78051171159
-10,2.783,-0.00955425425805564,-104.799435542992
-10,2.7835,-0.00955595025061366,-104.818359408126
-10,2.784,-0.00955764637608746,-104.837283306984
-10,2.7845,-0.0095593426344327,-104.856207239556
-10,2.785,-0.00956103902561278,-104.875131205833
-10,2.7855,-0.0095627355495824,-104.894055205807
-10,2.786,-0.00956443220630398,-104.912979239468
-10,2.7865,-0.00956612899573224,-104.931903306807
-10,2.787,-0.0095678259178296,-104.950827407816
-10,2.7875,-0.0095695229725527,-104.969751542484
-10,2.788,-0.0095712201598601,-104.988675710804
-10,2.7885,-0.00957291747971132,-105.007599912767
-10,2.789,-0.00957461493206688,-105.026524148362
-10,2.7895,-0.00957631251688148,-105.045448417581
-10,2.79,-0.00957801023411173,-105.064372720416
-10,2.7905,-0.00957970808372492,-105.083297056856
-10,2.791,-0.0095814060656709,-105.102221426893
-10,2.7915,-0.00958310417991501,-105.121145830518
-10,2.792,-0.00958480242640615,-105.140070267722
-10,2.7925,-0.00958650080511158,-105.158994738495
-10,2.793,-0.00958819931598793,-105.177919242829
-10,2.7935,-0.00958989795898991,-105.196843780714
-10,2.794,-0.00959159673407706,-105.215768352142
-10,2.7945,-0.00959329564120696,-105.234692957102
-10,2.795,-0.00959499468034301,-105.253617595587
-10,2.7955,-0.00959669385143316,-105.272542267587
-10,2.796,-0.00959839315444659,-105.291466973092
-10,2.7965,-0.00960009258933028,-105.310391712094
-10,2.797,-0.00960179215605246,-105.329316484584
-10,2.7975,-0.00960349185456203,-105.348241290552
-10,2.798,-0.00960519168482336,-105.367166129989
-10,2.7985,-0.00960689164679113,-105.386091002886
-10,2.799,-0.0096085917404249,-105.405015909235
-10,2.7995,-0.00961029196568032,-105.423940849025
-10,2.8,-0.00961199232251789,-105.442865822247
-10,2.8005,-0.00961369281089039,-105.461790828893
-10,2.801,-0.0096153934307612,-105.480715868953
-10,2.8015,-0.00961709418208599,-105.499640942419
-10,2.802,-0.00961879506481755,-105.51856604928
-10,2.8025,-0.00962049607892022,-105.537491189527
-10,2.803,-0.00962219722434581,-105.556416363152
-10,2.8035,-0.00962389850105772,-105.575341570145
-10,2.804,-0.00962559990900775,-105.594266810498
-10,2.8045,-0.00962730144815543,-105.6131920842
-10,2.805,-0.00962900311845836,-105.632117391242
-10,2.8055,-0.00963070491987318,-105.651042731616
-10,2.806,-0.00963240685236038,-105.669968105312
-10,2.8065,-0.00963410891586791,-105.68889351232
-10,2.807,-0.00963581111036109,-105.707818952632
-10,2.8075,-0.00963751343579848,-105.726744426239
-10,2.808,-0.0096392158921319,-105.74566993313
-10,2.8085,-0.009640918479317,-105.764595473297
-10,2.809,-0.00964262119731526,-105.783521046731
-10,2.8095,-0.00964432404608426,-105.802446653422
-10,2.81,-0.00964602702557872,-105.821372293361
-10,2.8105,-0.00964773013575237,-105.840297966538
-10,2.811,-0.00964943337656668,-105.859223672945
-10,2.8115,-0.0096511367479773,-105.878149412572
-10,2.812,-0.00965284024994088,-105.897075185409
-10,2.8125,-0.00965454388241405,-105.916000991448
-10,2.813,-0.00965624764535344,-105.934926830679
-10,2.8135,-0.00965795153871086,-105.953852703093
-10,2.814,-0.00965965556245548,-105.97277860868
-10,2.8145,-0.00966135971652851,-105.991704547431
-10,2.815,-0.00966306400089816,-106.010630519337
-10,2.8155,-0.00966476841551333,-106.029556524388
-10,2.816,-0.00966647296033646,-106.048482562576
-10,2.8165,-0.00966817763532129,-106.06740863389
-10,2.817,-0.00966988244042443,-106.086334738322
-10,2.8175,-0.00967158737560061,-106.105260875861
-10,2.818,-0.00967329244080451,-106.124187046499
-10,2.8185,-0.00967499763599954,-106.143113250226
-10,2.819,-0.00967670296113653,-106.162039487034
-10,2.8195,-0.00967840841617308,-106.180965756911
-10,2.82,-0.00968011400106293,-106.19989205985
-10,2.8205,-0.00968181971576368,-106.21881839584
-10,2.821,-0.00968352556023581,-106.237744764873
-10,2.8215,-0.00968523153442922,-106.256671166938
-10,2.822,-0.00968693763829956,-106.275597602027
-10,2.8225,-0.00968864387180926,-106.294524070129
-10,2.823,-0.0096903502349082,-106.313450571237
-10,2.8235,-0.00969205672755784,-106.332377105339
-10,2.824,-0.00969376334970611,-106.351303672427
-10,2.8245,-0.00969547010131352,-106.370230272491
-10,2.825,-0.00969717698233671,-106.389156905522
-10,2.8255,-0.00969888399273132,-106.408083571511
-10,2.826,-0.00970059113245208,-106.427010270447
-10,2.8265,-0.00970229840145464,-106.445937002322
-10,2.827,-0.00970400579969177,-106.464863767126
-10,2.8275,-0.00970571332712302,-106.483790564849
-10,2.828,-0.00970742098370597,-106.502717395482
-10,2.8285,-0.00970912876938953,-106.521644259015
-10,2.829,-0.0097108366841342,-106.54057115544
-10,2.8295,-0.00971254472789275,-106.559498084746
-10,2.83,-0.00971425290062375,-106.578425046924
-10,2.8305,-0.00971596120227899,-106.597352041964
-10,2.831,-0.00971766963281512,-106.616279069857
-10,2.8315,-0.00971937819218972,-106.635206130594
-10,2.832,-0.00972108688035365,-106.654133224165
-10,2.8325,-0.00972279569726642,-106.67306035056
-10,2.833,-0.00972450464287889,-106.69198750977
-10,2.8335,-0.00972621371715057,-106.710914701785
-10,2.834,-0.00972792292003327,-106.729841926596
-10,2.8345,-0.00972963225148653,-106.748769184193
-10,2.835,-0.00973134171145924,-106.767696474567
-10,2.8355,-0.00973305129991095,-106.786623797708
-10,2.836,-0.00973476101679442,-106.805551153606
-10,2.8365,-0.00973647086206821,-106.824478542252
-10,2.837,-0.00973818083568316,-106.843405963637
-10,2.8375,-0.00973989093759302,-106.86233341775
-10,2.838,-0.00974160116775633,-106.881260904582
-10,2.8385,-0.00974331152612685,-106.900188424124
-10,2.839,-0.00974502201266216,-106.919115976366
-10,2.8395,-0.00974673262731021,-106.938043561298
-10,2.84,-0.00974844337003246,-106.956971178911
-10,2.8405,-0.00975015424077686,-106.975898829195
-10,2.841,-0.00975186523950775,-106.994826512141
-10,2.8415,-0.00975357636616729,-107.013754227738
-10,2.842,-0.00975528762071983,-107.032681975978
-10,2.8425,-0.00975699900311526,-107.05160975685
-10,2.843,-0.00975871051331212,-107.070537570345
-10,2.8435,-0.00976042215126126,-107.089465416453
-10,2.844,-0.00976213391691642,-107.108393295165
-10,2.8445,-0.0097638458102352,-107.127321206471
-10,2.845,-0.00976555783116939,-107.146249150361
-10,2.8455,-0.00976726997967467,-107.165177126826
-10,2.846,-0.00976898225570477,-107.184105135856
-10,2.8465,-0.00977069465921438,-107.203033177441
-10,2.847,-0.0097724071901563,-107.221961251571
-10,2.8475,-0.00977411984849099,-107.240889358237
-10,2.848,-0.00977583263416255,-107.25981749743
-10,2.8485,-0.00977754554712954,-107.278745669139
-10,2.849,-0.00977925858734859,-107.297673873354
-10,2.8495,-0.00978097175477054,-107.316602110067
-10,2.85,-0.00978268504935202,-107.335530379267
-10,2.8505,-0.00978439847104387,-107.354458680944
-10,2.851,-0.00978611201980273,-107.373387015089
-10,2.8515,-0.00978782569557749,-107.392315381692
-10,2.852,-0.00978953949833348,-107.411243780744
-10,2.8525,-0.00979125342800995,-107.430172212234
-10,2.853,-0.0097929674845703,-107.449100676153
-10,2.8535,-0.00979468166796536,-107.468029172491
-10,2.854,-0.00979639597814983,-107.486957701238
-10,2.8545,-0.00979811041507745,-107.505886262385
-10,2.855,-0.00979982497869809,-107.524814855922
-10,2.8555,-0.00980153966896838,-107.543743481838
-10,2.856,-0.00980325448584303,-107.562672140125
-10,2.8565,-0.00980496942927673,-107.581600830772
-10,2.857,-0.00980668449921645,-107.60052955377
-10,2.8575,-0.0098083996956198,-107.619458309108
-10,2.858,-0.00981011501844052,-107.638387096777
-10,2.8585,-0.00981183046763522,-107.657315916768
-10,2.859,-0.009813546043148,-107.676244769069
-10,2.8595,-0.00981526174494031,-107.695173653672
-10,2.86,-0.00981697757296106,-107.714102570567
-10,2.8605,-0.00981869352716784,-107.733031519744
-10,2.861,-0.00982040960751053,-107.751960501192
-10,2.8615,-0.00982212581393803,-107.770889514903
-10,2.862,-0.00982384214641278,-107.789818560866
-10,2.8625,-0.00982555860488173,-107.808747639071
-10,2.863,-0.00982727518930154,-107.827676749509
-10,2.8635,-0.0098289918996182,-107.846605892169
-10,2.864,-0.00983070873579221,-107.865535067042
-10,2.8645,-0.00983242569777247,-107.884464274118
-10,2.865,-0.0098341427855137,-107.903393513387
-10,2.8655,-0.00983585999896865,-107.922322784839
-10,2.866,-0.00983757733808526,-107.941252088465
-10,2.8665,-0.00983929480282211,-107.960181424253
-10,2.867,-0.00984101239312905,-107.979110792195
-10,2.8675,-0.00984273010896176,-107.998040192281
-10,2.868,-0.00984444795026818,-108.016969624499
-10,2.8685,-0.00984616591700204,-108.035899088842
-10,2.869,-0.00984788400911901,-108.054828585298
-10,2.8695,-0.00984960222656703,-108.073758113858
-10,2.87,-0.00985132056930176,-108.092687674512
-10,2.8705,-0.00985303903727211,-108.111617267249
-10,2.871,-0.00985475763043375,-108.13054689206
-10,2.8715,-0.00985647634873944,-108.149476548935
-10,2.872,-0.00985819519213809,-108.168406237864
-10,2.8725,-0.00985991416058054,-108.187335958838
-10,2.873,-0.00986163325402438,-108.206265711844
-10,2.8735,-0.00986335247241562,-108.225195496875
-10,2.874,-0.00986507181571091,-108.24412531392
-10,2.8745,-0.00986679128385913,-108.263055162969
-10,2.875,-0.00986851087681306,-108.281985044012
-10,2.8755,-0.00987023059452354,-108.300914957039
-10,2.876,-0.00987195043694333,-108.31984490204
-10,2.8765,-0.00987367040402424,-108.338774879005
-10,2.877,-0.00987539049571711,-108.357704887923
-10,2.8775,-0.0098771107119747,-108.376634928786
-10,2.878,-0.00987883105274302,-108.395565001582
-10,2.8785,-0.00988055151797871,-108.414495106302
-10,2.879,-0.00988227210763549,-108.433425242936
-10,2.8795,-0.00988399282165648,-108.452355411473
-10,2.88,-0.00988571365999832,-108.471285611904
-10,2.8805,-0.00988743462261086,-108.490215844219
-10,2.881,-0.00988915570944206,-108.509146108407
-10,2.8815,-0.00989087692044951,-108.528076404458
-10,2.882,-0.00989259825557438,-108.547006732363
-10,2.8825,-0.00989431971477622,-108.56593709211
-10,2.883,-0.00989604129800295,-108.584867483691
-10,2.8835,-0.00989776300520251,-108.603797907095
-10,2.884,-0.00989948483632769,-108.622728362312
-10,2.8845,-0.00990120679132737,-108.641658849331
-10,2.885,-0.0099029288701524,-108.660589368143
-10,2.8855,-0.00990465107275362,-108.679519918738
-10,2.886,-0.00990637339907896,-108.698450501104
-10,2.8865,-0.00990809584908023,-108.717381115233
-10,2.887,-0.00990981842270536,-108.736311761114
-10,2.8875,-0.0099115411199081,-108.755242438737
-10,2.888,-0.00991326394063252,-108.774173148092
-10,2.8885,-0.00991498688482752,-108.793103889168
-10,2.889,-0.00991670995244781,-108.812034661955
-10,2.8895,-0.00991843314344421,-108.830965466444
-10,2.89,-0.00992015645775405,-108.849896302623
-10,2.8905,-0.00992187989533686,-108.868827170483
-10,2.891,-0.00992360345613768,-108.887758070014
-10,2.8915,-0.00992532714010349,-108.906689001205
-10,2.892,-0.00992705094718704,-108.925619964046
-10,2.8925,-0.00992877487733339,-108.944550958527
-10,2.893,-0.00993049893049047,-108.963481984638
-10,2.8935,-0.00993222310660527,-108.982413042368
-10,2.894,-0.00993394740562861,-109.001344131708
-10,2.8945,-0.00993567182750553,-109.020275252646
-10,2.895,-0.00993739637218495,-109.039206405172
-10,2.8955,-0.00993912103961288,-109.058137589277
-10,2.896,-0.00994084582973821,-109.077068804951
-10,2.8965,-0.0099425707425031,-109.096000052182
-10,2.897,-0.00994429577785838,-109.11493133096
-10,2.8975,-0.0099460209357462,-109.133862641275
-10,2.898,-0.00994774621611642,-109.152793983118
-10,2.8985,-0.00994947161891507,-109.171725356477
-10,2.899,-0.00995119714408235,-109.190656761342
-10,2.8995,-0.00995292279156716,-109.209588197703
-10,2.9,-0.00995464856131456,-109.228519665549
-8,2.7,-0.0109305147309479,-114.729498279279
-8,2.7005,-0.0109324903381557,-114.750866000783
-8,2.701,-0.0109344660741518,-114.77223375996
-8,2.7015,-0.0109364419388571,-114.793601556794
-8,2.702,-0.0109384179322012,-114.814969391265
-8,2.7025,-0.0109403940541117,-114.836337263356
-8,2.703,-0.0109423703045143,-114.857705173049
-8,2.7035,-0.0109443466833349,-114.879073120326
-8,2.704,-0.0109463231905021,-114.900441105169
-8,2.7045,-0.0109482998259445,-114.921809127561
-8,2.705,-0.0109502765895839,-114.943177187483
-8,2.7055,-0.0109522534813472,-114.964545284918
-8,2.706,-0.0109542305011619,-114.985913419847
