"Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
2.7805,-0.32926483692848,98.8623537490348
2.781,-0.404363116628051,92.6560535879786
2.7815,-0.506880349277313,84.861988591899
2.782,-0.648625942080383,74.8820837672152
2.7825,-0.844396277140326,61.8698944696928
2.783,-1.10550619511769,44.7099751956566
2.7835,-1.41642875538349,22.2370149233057
2.784,-1.69060145349222,-5.89088017812418
2.7845,-1.77499307952194,-37.6580531007235
2.785,-1.60616756699066,-68.6130056710899
2.7855,-1.30145662528099,-94.9129525531382
2.786,-1.00116585997384,-115.490174002174
2.7865,-0.762445625762163,-131.117963000047
2.787,-0.587023970381669,-142.998906720274
2.7875,-0.460646485713635,-152.163562636083
2.788,-0.369120920905945,-159.368005424614
2.7885,-0.301819181620648,-165.141577459833
2.789,-0.251408545434735,-169.852399798434
2.7895,-0.212935972847227,-173.758913889082
2.79,-0.183047745673056,-177.045458937842
2.7905,-0.159445109690516,-179.845891077719
2.791,-0.140526815108038,177.7408312857
2.7915,-0.125158035708053,175.64028418133
2.792,-0.112520597102938,173.795592853499
2.7925,-0.102014858875803,172.162647890154
2.793,-0.0931945115491773,170.706774347398
2.7935,-0.0857225639366842,169.400374498841
2.794,-0.0793411590947041,168.221233380933
2.7945,-0.0738505502263027,167.151282678178
2.795,-0.0690942371775609,166.175686414167
2.7955,-0.0649483089231631,165.282155882736
2.796,-0.0613136995063052,164.460430130665
2.7965,-0.0581104902309536,163.701877547427
2.797,-0.0552736680233776,162.999187126239
2.7975,-0.0527499329772387,162.34612687661
2.798,-0.0504952707374526,161.737353060482
2.7985,-0.0484730886137667,161.168258278491
2.799,-0.0466527715255638,160.634849531828
2.7995,-0.0450085536784869,160.133649615655
2.8,-0.0435186298792315,159.661616822533
2.8005,-0.0421644503180905,159.216079126666
2.801,-0.040930156968692,158.794679904251
2.8015,-0.0398021301491755,158.395332907394
2.802,-0.0387686214041682,158.01618470895
2.8025,-0.0378194544959924,157.655583216169
2.803,-0.0369457804889937,157.312051142844
2.8035,-0.0361398760632162,156.984263555151
2.804,-0.0353949765799899,156.671028781757
2.8045,-0.0347051372416804,156.371272116134
2.805,-0.0340651170850267,156.084021847231
2.8055,-0.033470281627075,155.808397240446
2.806,-0.0329165208224672,155.543598159242
2.8065,-0.0324001796476828,155.288896072542
2.807,-0.0319179991445814,155.043626237209
2.8075,-0.0314670661644747,154.807180880663
2.808,-0.0310447703791024,154.579003237794
2.8085,-0.0306487673845771,154.358582320054
2.809,-0.0302769469331614,154.145448314153
2.8095,-0.0299274054959731,153.939168523847
2.81,-0.0295984224961161,153.739343781604
2.8105,-0.0292884396627355,153.545605267976
2.811,-0.0289960430471859,153.357611685733
2.8115,-0.0287199473168265,153.175046743504
2.812,-0.0284589820032626,152.997616910134
2.8125,-0.028212079432474,152.825049406448
2.813,-0.0279782641061374,152.65709040566
2.8135,-0.0277566433384736,152.493503417623
2.814,-0.0275463989821084,152.334067835392
2.8145,-0.02734678010071,152.178577625421
2.815,-0.0271570964668762,152.026840145113
2.8155,-0.0269767127808347,151.878675073532
2.816,-0.0268050435202317,151.733913442856
2.8165,-0.0266415483436045,151.592396759667
2.817,-0.0264857279806308,151.453976206535
2.8175,-0.0263371205512179,151.318511915456
2.818,-0.0261952982631236,151.18587230573
2.8185,-0.0260598644442993,151.055933479704
2.819,-0.0259304508718328,150.928578670586
2.8195,-0.0258067153641033,150.803697737157
2.82,-0.0256883396069912,150.681186700811
2.8205,-0.0255750271884847,150.56094732085
2.821,-0.0254665018192563,150.442886704391
2.8215,-0.0253625057193238,150.32691694765
2.822,-0.0252627981534119,150.212954805689
2.8225,-0.0251671540994907,150.100921388039
2.823,-0.0250753630369216,149.990741877859
2.8235,-0.0249872278420681,149.882345272535
2.824,-0.0249025637806255,149.775664143842
2.8245,-0.0248211975871474,149.670634415963
2.825,-0.0247429666232296,149.567195159837
2.8255,-0.0246677181067973,149.465288402455
2.826,-0.0245953084057217,149.364858949845
2.8265,-0.02452560238968,149.265854222624
2.827,-0.0244584728349034,149.168224103079
2.8275,-0.0243937998768467,149.071920792856
2.828,-0.0243314705065386,148.976898680392
2.8285,-0.0242713781065891,148.883114217347
2.829,-0.0242134220233872,148.7905258033
2.8295,-0.0241575071722466,148.699093678104
2.83,-0.0241035436727074,148.608779821285
2.8305,-0.024051446511326,148.51954785797
2.831,-0.0240011352296442,148.431362970854
2.8315,-0.0239525336352183,148.344191817753
2.832,-0.0239055695337669,148.258002454331
2.8325,-0.0238601744807159,148.172764261644
2.833,-0.0238162835505187,148.088447878132
2.8335,-0.0237738351223644,148.005025135759
2.834,-0.0237327706809029,147.922469
2.8345,-0.0236930346308425,147.840753513418
2.835,-0.023654574124309,147.759853742572
2.8355,-0.0236173388999675,147.679745728032
2.836,-0.0235812811330256,147.600406437297
2.8365,-0.023546355295241,147.521813720414
2.837,-0.023512518024252,147.443946268121
2.8375,-0.0234797280014322,147.366783572353
2.838,-0.0234479458377368,147.290305888945
2.8385,-0.023417133966876,147.21449420241
